종목코드	종목명	시장구분	업종명	종가	대비	등락률	시가총액
131970	두산테스나	KOSDAQ	반도체	"57,300"	"-2,100"	-3.54	"845,723,762,100"
073190	듀오백	KOSDAQ	기타제조	"2,740"	40	1.48	"32,792,429,600"
030350	드래곤플라이	KOSDAQ	디지털컨텐츠	666	-7	-1.04	"46,213,056,018"
203650	드림시큐리티	KOSDAQ	출판·매체복제	"3,410"	-5	-0.15	"172,565,621,140"
223250	드림씨아이에스	KOSDAQ	기타서비스	"3,410"	-60	-1.73	"80,848,644,800"
060570	드림어스컴퍼니	KOSDAQ	디지털컨텐츠	"3,160"	70	2.27	"179,677,116,520"
217620	디딤이앤에프	KOSDAQ	숙박·음식	592	2	0.34	"34,186,348,320"
016670	디모아	KOSDAQ	유통	363	-9	-2.42	"36,974,462,712"
187870	디바이스이엔지	KOSDAQ	반도체	"13,640"	130	0.96	"95,979,346,760"
066670	디스플레이텍	KOSDAQ	IT부품	"5,190"	-60	-1.14	"97,011,054,420"
110990	디아이티	KOSDAQ	IT부품	"20,650"	"-2,050"	-9.03	"390,285,000,000"
263690	디알젬	KOSDAQ	의료·정밀기기	"10,920"	400	3.80	"123,675,661,200"
214680	디알텍	KOSDAQ	의료·정밀기기	"4,745"	185	4.06	"343,488,082,600"
263720	디앤씨미디어	KOSDAQ	디지털컨텐츠	"23,900"	300	1.27	"293,375,152,900"
376300	디어유	KOSDAQ	소프트웨어	"36,750"	"1,150"	3.23	"872,386,420,500"
141020	디에스앤엘	KOSDAQ	유통	"3,735"	0	0.00	"43,701,490,755"
109740	디에스케이	KOSDAQ	기계·장비	"5,150"	-30	-0.58	"139,178,286,500"
196490	디에이테크놀로지	KOSDAQ	기계·장비	"3,225"	-20	-0.62	"109,269,037,200"
066900	디에이피	KOSDAQ	IT부품	"2,930"	-20	-0.68	"66,641,393,790"
127120	디엔에이링크	KOSDAQ	기타서비스	"3,940"	70	1.81	"67,349,146,480"
092070	디엔에프	KOSDAQ	화학	"22,600"	"-1,100"	-4.64	"261,523,990,800"
039840	디오	KOSDAQ	의료·정밀기기	"22,500"	400	1.81	"357,339,487,500"
219550	디와이디	KOSDAQ	유통	"1,020"	59	6.14	"53,332,173,900"
310870	디와이씨	KOSDAQ	운송장비·부품	"1,805"	-10	-0.55	"37,340,524,155"
104460	디와이피엔에프	KOSDAQ	기계·장비	"21,400"	-50	-0.23	"229,271,575,000"
079810	디이엔티	KOSDAQ	기계·장비	"16,400"	260	1.61	"361,129,541,600"
113810	디젠스	KOSDAQ	운송장비·부품	"1,155"	-5	-0.43	"37,685,398,905"
043360	디지아이	KOSDAQ	정보기기	"2,900"	0	0.00	"26,100,000,000"
197140	디지캡	KOSDAQ	출판·매체복제	"5,470"	-260	-4.54	"52,407,271,380"
068930	디지털대성	KOSDAQ	기타서비스	"6,100"	-90	-1.45	"171,719,520,100"
033130	디지틀조선	KOSDAQ	디지털컨텐츠	"2,220"	-5	-0.22	"82,395,892,740"
105740	디케이락	KOSDAQ	기계·장비	"9,180"	-140	-1.50	"93,236,789,340"
263020	디케이앤디	KOSDAQ	화학	"3,080"	-100	-3.14	"47,359,324,320"
290550	디케이티	KOSDAQ	IT부품	"8,250"	-100	-1.20	"154,014,060,750"
187220	디티앤씨	KOSDAQ	기타서비스	"6,640"	130	2.00	"77,674,859,440"
383930	디티앤씨알오	KOSDAQ	기타서비스	"7,970"	970	13.86	"101,175,260,640"
131180	딜리	KOSDAQ	정보기기	"1,213"	-4	-0.33	"35,601,550,000"
315640	딥노이드	KOSDAQ	소프트웨어	"22,750"	-650	-2.78	"246,089,798,500"
317120	라닉스	KOSDAQ	일반전기전자	"4,755"	-55	-1.14	"45,933,300,000"
042510	라온시큐어	KOSDAQ	소프트웨어	"2,465"	15	0.61	"95,313,528,890"
232680	라온테크	KOSDAQ	반도체	"9,140"	-300	-3.18	"114,288,698,760"
418420	라온텍	KOSDAQ	반도체	"7,470"	-30	-0.40	"220,339,288,260"
300120	라온피플	KOSDAQ	IT부품	"6,920"	90	1.32	"144,185,203,040"
171120	라이온켐텍	KOSDAQ	화학	"3,350"	-25	-0.74	"120,270,896,000"
388790	라이콤	KOSDAQ	통신장비	"2,675"	-5	-0.19	"80,019,762,750"
069540	라이트론	KOSDAQ	통신장비	"3,330"	-465	-12.25	"95,325,958,620"
347700	라이프시맨틱스	KOSDAQ	소프트웨어	"2,685"	-5	-0.19	"27,462,045,750"
214260	라파스	KOSDAQ	화학	"20,400"	250	1.24	"176,601,086,400"
200350	래몽래인	KOSDAQ	오락·문화	"11,390"	200	1.79	"73,728,654,560"
171010	램테크놀러지	KOSDAQ	반도체	"5,150"	-30	-0.58	"73,150,888,400"
084650	랩지노믹스	KOSDAQ	기타서비스	"3,950"	-90	-2.23	"293,247,960,500"
217500	러셀	KOSDAQ	기계·장비	"3,030"	-35	-1.14	"96,390,360,000"
141080	레고켐바이오	KOSDAQ	기타서비스	"46,000"	150	0.33	"1,220,974,044,000"
038390	레드캡투어	KOSDAQ	기타서비스	"15,280"	-120	-0.78	"131,247,254,400"
294140	레몬	KOSDAQ	화학	"2,100"	20	0.96	"88,200,000,000"
443250	레뷰코퍼레이션	KOSDAQ	소프트웨어	"12,560"	140	1.13	"139,359,806,560"
228670	레이	KOSDAQ	의료·정밀기기	"24,350"	-450	-1.81	"372,066,612,050"
228850	레이언스	KOSDAQ	의료·정밀기기	"9,260"	-60	-0.64	"153,632,789,640"
412350	레이저쎌	KOSDAQ	반도체	"10,200"	-430	-4.05	"88,806,014,400"
281740	레이크머티리얼즈	KOSDAQ	화학	"13,600"	"1,200"	9.68	"893,935,452,800"
277810	레인보우로보틱스	KOSDAQ	기계·장비	"163,400"	"2,300"	1.43	"3,167,158,997,200"
215100	로보로보	KOSDAQ	디지털컨텐츠	"4,800"	10	0.21	"97,672,579,200"
090360	로보스타	KOSDAQ	기계·장비	"27,550"	50	0.18	"268,612,500,000"
108490	로보티즈	KOSDAQ	소프트웨어	"26,150"	-650	-2.43	"333,849,649,550"
900260	로스웰	KOSDAQ	금융	775	1	0.13	"27,924,248,200"
067730	로지시스	KOSDAQ	컴퓨터서비스	"3,755"	-45	-1.18	"36,325,577,110"
071280	로체시스템즈	KOSDAQ	반도체	"5,890"	-80	-1.34	"90,096,991,670"
328130	루닛	KOSDAQ	소프트웨어	"90,300"	0	0.00	"1,118,004,661,200"
038060	루멘스	KOSDAQ	반도체	"1,317"	-34	-2.52	"63,351,741,873"
060240	룽투코리아	KOSDAQ	디지털컨텐츠	"1,554"	21	1.37	"39,517,107,336"
058470	리노공업	KOSDAQ	반도체	"177,600"	"-6,800"	-3.69	"2,707,044,912,000"
039980	리노스	KOSDAQ	컴퓨터서비스	844	-2	-0.24	"38,988,477,876"
019570	리더스 기술투자	KOSDAQ	금융	617	-5	-0.80	"32,374,014,680"
016100	리더스코스메틱	KOSDAQ	화학	"2,400"	20	0.84	"45,842,145,600"
012700	리드코프	KOSDAQ	유통	"5,970"	90	1.53	"157,883,425,950"
302550	리메드	KOSDAQ	의료·정밀기기	"16,820"	-170	-1.00	"103,066,501,120"
073570	리튬포어스	KOSDAQ	기타제조	"7,090"	0	0.00	"204,667,916,250"
377450	리파인	KOSDAQ	기타서비스	"9,060"	290	3.31	"157,009,800,000"
277070	린드먼아시아	KOSDAQ	금융	"5,050"	-10	-0.20	"69,144,600,000"
042500	링네트	KOSDAQ	컴퓨터서비스	"4,150"	0	0.00	"63,731,043,700"
219420	링크제니시스	KOSDAQ	소프트웨어	"5,800"	-60	-1.02	"66,523,140,600"
439090	마녀공장	KOSDAQ	화학	"23,950"	100	0.42	"392,259,327,000"
195500	마니커에프앤지	KOSDAQ	음식료·담배	"3,080"	-50	-1.60	"49,058,240,000"
377480	마음AI	KOSDAQ	소프트웨어	"28,800"	-300	-1.03	"177,158,390,400"
305090	마이크로디지탈	KOSDAQ	의료·정밀기기	"7,140"	120	1.71	"111,645,780,960"
098120	마이크로컨텍솔	KOSDAQ	반도체	"12,320"	-120	-0.96	"102,413,277,120"
424980	마이크로투나노	KOSDAQ	반도체	"15,240"	-310	-1.99	"90,203,883,600"
038290	마크로젠	KOSDAQ	기타서비스	"21,700"	"2,140"	10.94	"235,258,380,000"
267980	매일유업	KOSDAQ	음식료·담배	"44,500"	-300	-0.67	"349,041,891,000"
005990	매일홀딩스	KOSDAQ	음식료·담배	"8,620"	130	1.53	"118,251,780,480"
093520	매커스	KOSDAQ	유통	"9,500"	-110	-1.14	"153,549,374,000"
377030	맥스트	KOSDAQ	소프트웨어	"6,310"	-50	-0.79	"123,492,265,420"
100590	머큐리	KOSDAQ	일반전기전자	"5,620"	-80	-1.40	"88,964,729,260"
067280	멀티캠퍼스	KOSDAQ	디지털컨텐츠	"31,950"	150	0.47	"189,360,589,050"
072870	메가스터디	KOSDAQ	출판·매체복제	"11,400"	10	0.09	"135,898,932,600"
215200	메가스터디교육	KOSDAQ	기타서비스	"59,800"	100	0.17	"699,329,545,200"
133750	메가엠디	KOSDAQ	기타서비스	"2,900"	20	0.69	"67,880,523,300"
446540	메가터치	KOSDAQ	반도체	"5,220"	10	0.19	"108,424,620,000"
235980	메드팩토	KOSDAQ	기타서비스	"7,480"	230	3.17	"157,683,598,600"
041920	메디아나	KOSDAQ	의료·정밀기기	"8,000"	-90	-1.11	"128,000,000,000"
014100	메디앙스	KOSDAQ	화학	"2,965"	-15	-0.50	"34,987,000,000"
054180	메디콕스	KOSDAQ	운송장비·부품	"1,197"	-2	-0.17	"36,464,276,835"
086900	메디톡스	KOSDAQ	제약	"220,000"	"5,000"	2.33	"1,605,662,960,000"
078160	메디포스트	KOSDAQ	제약	"8,050"	520	6.91	"275,453,169,250"
065650	메디프론	KOSDAQ	유통	"1,049"	2	0.19	"54,278,361,893"
408920	메쎄이상	KOSDAQ	기타서비스	"2,645"	-375	-12.42	"114,349,843,475"
021880	메이슨캐피탈	KOSDAQ	금융	299	3	1.01	"45,503,137,992"
140410	메지온	KOSDAQ	기타서비스	"37,000"	500	1.37	"1,094,733,393,000"
241770	메카로	KOSDAQ	반도체	"8,760"	90	1.04	"89,287,526,400"
059210	메타바이오메드	KOSDAQ	제약	"4,410"	-50	-1.12	"105,232,967,910"
058110	멕아이씨에스	KOSDAQ	의료·정밀기기	"3,235"	360	12.52	"51,923,464,550"
434480	모니터랩	KOSDAQ	소프트웨어	"6,960"	100	1.46	"84,217,740,000"
080420	모다이노칩	KOSDAQ	IT부품	"2,575"	-5	-0.19	"205,283,176,650"
417970	모델솔루션	KOSDAQ	기계·장비	"15,480"	-160	-1.02	"99,020,916,000"
080160	모두투어	KOSDAQ	기타서비스	"16,580"	-10	-0.06	"313,362,000,000"
087260	모바일어플라이언스	KOSDAQ	소프트웨어	"2,995"	-45	-1.48	"97,495,818,695"
101330	모베이스	KOSDAQ	IT부품	"3,185"	5	0.16	"73,723,287,365"
012860	모베이스전자	KOSDAQ	운송장비·부품	"1,955"	-15	-0.76	"143,171,408,435"
363260	모비데이즈	KOSDAQ	기타서비스	542	2	0.37	"87,163,815,074"
348030	모비릭스	KOSDAQ	디지털컨텐츠	"8,020"	-120	-1.47	"77,022,476,000"
250060	모비스	KOSDAQ	소프트웨어	"5,300"	0	0.00	"170,507,964,200"
288980	모아데이타	KOSDAQ	소프트웨어	"2,615"	-35	-1.32	"88,077,938,380"
033200	모아텍	KOSDAQ	IT부품	"4,035"	5	0.12	"57,826,331,475"
333050	모코엠시스	KOSDAQ	소프트웨어	"1,427"	-8	-0.56	"33,608,039,018"
118990	모트렉스	KOSDAQ	운송장비·부품	"15,650"	-330	-2.07	"383,354,575,000"
006920	모헨즈	KOSDAQ	비금속	"4,190"	-140	-3.23	"45,754,800,000"
001810	무림SP	KOSDAQ	종이·목재	"1,867"	-5	-0.27	"41,330,712,500"
279600	미디어젠	KOSDAQ	소프트웨어	"11,870"	-60	-0.50	"55,608,350,470"
095500	미래나노텍	KOSDAQ	IT부품	"15,800"	-100	-0.63	"489,957,984,200"
254490	미래반도체	KOSDAQ	유통	"19,900"	-450	-2.21	"287,316,200,000"
218150	미래생명자원	KOSDAQ	음식료·담배	"4,465"	-45	-1.00	"91,156,555,930"
442900	미래에셋드림스팩1호	KOSDAQ	금융	"9,400"	-20	-0.21	"72,192,000,000"
100790	미래에셋벤처투자	KOSDAQ	금융	"4,850"	-85	-1.72	"262,711,647,500"
412930	미래에셋비전스팩1호	KOSDAQ	금융	"2,150"	-30	-1.38	"13,278,400,000"
446190	미래에셋비전스팩2호	KOSDAQ	금융	"2,065"	5	0.24	"10,221,750,000"
448830	미래에셋비전스팩3호	KOSDAQ	금융	"2,050"	5	0.24	"10,086,000,000"
049950	미래컴퍼니	KOSDAQ	기계·장비	"28,950"	-400	-1.36	"255,277,741,800"
207760	미스터블루	KOSDAQ	디지털컨텐츠	"1,787"	51	2.94	"133,621,802,764"
059090	미코	KOSDAQ	반도체	"8,750"	-120	-1.35	"292,396,807,500"
214610	미코바이오메드	KOSDAQ	의료·정밀기기	"2,795"	-15	-0.53	"51,171,142,295"
201490	미투온	KOSDAQ	디지털컨텐츠	"3,050"	5	0.16	"95,336,198,500"
418470	밀리의서재	KOSDAQ	디지털컨텐츠	"20,000"	"1,100"	5.82	"167,765,780,000"
206640	바디텍메드	KOSDAQ	제약	"17,630"	310	1.79	"414,068,052,800"
018700	바른손	KOSDAQ	유통	"1,700"	16	0.95	"59,703,586,900"
035620	바른손이앤에이	KOSDAQ	오락·문화	639	1	0.16	"47,566,952,325"
053030	바이넥스	KOSDAQ	제약	"8,110"	90	1.12	"257,582,099,280"
301300	바이브컴퍼니	KOSDAQ	소프트웨어	"7,080"	60	0.85	"87,263,081,520"
064550	바이오니아	KOSDAQ	제약	"30,950"	400	1.31	"798,828,506,450"
314930	바이오다인	KOSDAQ	의료·정밀기기	"51,000"	-700	-1.35	"315,317,445,000"
208710	바이오로그디바이스	KOSDAQ	IT부품	870	0	0.00	"41,186,604,750"
086820	바이오솔루션	KOSDAQ	제약	"12,190"	0	0.00	"99,268,362,940"
038460	바이오스마트	KOSDAQ	정보기기	"3,530"	10	0.28	"73,703,996,070"
251120	바이오에프디엔씨	KOSDAQ	제약	"13,920"	-120	-0.85	"121,044,144,000"
199730	바이오인프라	KOSDAQ	기타서비스	"12,280"	420	3.54	"58,905,526,760"
086040	바이오톡스텍	KOSDAQ	기타서비스	"6,220"	70	1.14	"99,260,296,340"
099430	바이오플러스	KOSDAQ	제약	"6,570"	30	0.46	"380,605,776,480"
032980	바이온	KOSDAQ	유통	"1,219"	20	1.67	"46,313,861,956"
222160	바이옵트로	KOSDAQ	기계·장비	"6,340"	110	1.77	"52,275,620,440"
308080	바이젠셀	KOSDAQ	제약	"5,030"	-30	-0.59	"96,403,672,200"
043150	바텍	KOSDAQ	의료·정밀기기	"32,850"	-200	-0.61	"487,962,309,600"
323990	박셀바이오	KOSDAQ	기타서비스	"18,930"	360	1.94	"362,717,730,000"
267790	배럴	KOSDAQ	섬유·의류	"7,390"	-160	-2.12	"58,296,015,000"
046310	백금T&A	KOSDAQ	통신장비	"3,395"	-65	-1.88	"55,741,286,195"
331520	밸로프	KOSDAQ	디지털컨텐츠	"1,071"	-34	-3.08	"54,475,761,690"
438700	버넥트	KOSDAQ	소프트웨어	"8,190"	-30	-0.36	"90,052,653,600"
066410	버킷스튜디오	KOSDAQ	통신서비스	"1,153"	0	0.00	"96,978,744,678"
382900	범한퓨얼셀	KOSDAQ	일반전기전자	"17,770"	-30	-0.17	"155,682,970,000"
206400	베노티앤알	KOSDAQ	건설	"3,550"	-150	-4.05	"106,852,472,400"
019010	베뉴지	KOSDAQ	유통	"2,115"	0	0.00	"101,943,000,000"
177350	베셀	KOSDAQ	반도체	"1,589"	-33	-2.03	"21,246,390,291"
299910	베스파	KOSDAQ	디지털컨텐츠	"3,165"	0	0.00	"25,974,889,140"
424760	벨로크	KOSDAQ	컴퓨터서비스	"1,495"	11	0.74	"29,032,902,990"
225530	보광산업	KOSDAQ	비금속	"5,450"	-90	-1.62	"198,046,062,150"
250000	보라티알	KOSDAQ	유통	"10,630"	80	0.76	"71,760,291,790"
310210	보로노이	KOSDAQ	제약	"41,450"	"3,350"	8.79	"710,958,814,350"
006910	보성파워텍	KOSDAQ	금속	"2,930"	35	1.21	"143,950,384,320"
226340	본느	KOSDAQ	화학	"2,635"	-50	-1.86	"92,780,500,160"
014470	부방	KOSDAQ	기타서비스	"4,125"	-130	-3.06	"247,715,572,500"
008470	부스타	KOSDAQ	금속	"4,850"	0	0.00	"40,763,280,000"
338220	뷰노	KOSDAQ	소프트웨어	"41,100"	"-1,000"	-2.38	"494,250,680,400"
100120	뷰웍스	KOSDAQ	의료·정밀기기	"26,950"	-850	-3.06	"269,550,261,750"
406820	뷰티스킨	KOSDAQ	화학	"18,100"	20	0.11	"63,966,124,000"
337930	브랜드엑스코퍼레이션	KOSDAQ	인터넷	"4,435"	-30	-0.67	"129,797,322,215"
099390	브레인즈컴퍼니	KOSDAQ	소프트웨어	"7,160"	150	2.14	"58,771,306,280"
064480	브리지텍	KOSDAQ	컴퓨터서비스	"7,150"	80	1.13	"85,460,375,000"
288330	브릿지바이오테라퓨틱스	KOSDAQ	제약	"3,145"	-15	-0.47	"68,021,041,240"
365900	브이씨	KOSDAQ	기타제조	"4,145"	-50	-1.19	"30,301,193,500"
251630	브이원텍	KOSDAQ	기계·장비	"9,670"	-120	-1.23	"154,167,707,620"
018290	브이티	KOSDAQ	화학	"18,210"	-700	-3.70	"651,881,707,470"
044480	블레이드 Ent	KOSDAQ	화학	"1,132"	-4	-0.35	"38,592,078,344"
033560	블루콤	KOSDAQ	IT부품	"3,110"	0	0.00	"53,181,000,000"
369370	블리츠웨이	KOSDAQ	기타제조	"2,610"	600	29.85	"110,906,578,620"
126340	비나텍	KOSDAQ	IT부품	"44,950"	-250	-0.55	"260,862,695,150"
121800	비덴트	KOSDAQ	통신장비	"3,320"	0	0.00	"256,309,348,520"
148140	비디아이	KOSDAQ	기계·장비	640	0	0.00	"27,653,546,880"
082800	비보존 제약	KOSDAQ	제약	"3,445"	-55	-1.57	"166,089,358,175"
318410	비비씨	KOSDAQ	기타제조	"9,300"	-20	-0.21	"51,663,759,900"
419540	비스토스	KOSDAQ	의료·정밀기기	"2,190"	0	0.00	"50,353,599,090"
146320	비씨엔씨	KOSDAQ	반도체	"20,750"	-450	-2.12	"264,776,287,250"
200780	비씨월드제약	KOSDAQ	제약	"6,650"	0	0.00	"59,134,353,600"
413640	비아이매트릭스	KOSDAQ	소프트웨어	"12,180"	-320	-2.56	"87,780,529,200"
141000	비아트론	KOSDAQ	반도체	"8,730"	-90	-1.02	"105,761,418,300"
083650	비에이치아이	KOSDAQ	기계·장비	"6,950"	20	0.29	"215,063,406,250"
445360	비엔케이제1호스팩	KOSDAQ	금융	"2,020"	10	0.50	"8,706,200,000"
142760	비엘	KOSDAQ	기타서비스	"2,445"	-105	-4.12	"78,912,475,245"
065170	비엘팜텍	KOSDAQ	유통	545	-6	-1.09	"48,488,954,655"
086670	비엠티	KOSDAQ	기계·장비	"13,720"	0	0.00	"125,197,387,280"
335890	비올	KOSDAQ	의료·정밀기기	"8,040"	-160	-1.95	"468,998,542,080"
230980	비유테크놀러지	KOSDAQ	출판·매체복제	531	1	0.19	"44,310,929,418"
138580	비즈니스온	KOSDAQ	소프트웨어	"13,840"	40	0.29	"312,177,295,920"
082920	비츠로셀	KOSDAQ	IT부품	"15,410"	-60	-0.39	"348,352,296,000"
054220	비츠로시스	KOSDAQ	일반전기전자	585	62	11.85	"28,758,950,415"
042370	비츠로테크	KOSDAQ	금융	"7,800"	140	1.83	"204,360,195,000"
050090	비케이홀딩스	KOSDAQ	IT부품	"1,557"	220	16.45	"30,804,832,395"
307870	비투엔	KOSDAQ	소프트웨어	"2,050"	-115	-5.31	"69,057,325,000"
357880	비트나인	KOSDAQ	소프트웨어	"6,390"	-40	-0.62	"66,736,878,840"
032850	비트컴퓨터	KOSDAQ	소프트웨어	"5,500"	10	0.18	"91,428,111,500"
148780	비플라이소프트	KOSDAQ	소프트웨어	"1,233"	-11	-0.88	"38,772,578,925"
238200	비피도	KOSDAQ	음식료·담배	"5,460"	40	0.74	"44,662,800,000"
093190	빅솔론	KOSDAQ	정보기기	"5,440"	-20	-0.37	"104,659,643,200"
065450	빅텍	KOSDAQ	의료·정밀기기	"4,305"	15	0.35	"123,350,304,000"
210120	빅텐츠	KOSDAQ	오락·문화	"16,600"	-640	-3.71	"52,200,526,000"
072950	빛샘전자	KOSDAQ	반도체	"4,495"	-5	-0.11	"36,196,481,950"
143240	사람인	KOSDAQ	인터넷	"16,990"	-100	-0.59	"198,345,728,370"
419120	산돌	KOSDAQ	소프트웨어	"8,020"	520	6.93	"62,169,644,520"
122350	삼기	KOSDAQ	운송장비·부품	"2,255"	-45	-1.96	"86,455,410,140"
419050	삼기이브이	KOSDAQ	운송장비·부품	"2,850"	-30	-1.04	"163,009,284,000"
014970	삼륭물산	KOSDAQ	종이·목재	"3,730"	15	0.40	"56,416,250,000"
018310	삼목에스폼	KOSDAQ	금속	"17,090"	-20	-0.12	"251,223,000,000"
053700	삼보모터스	KOSDAQ	운송장비·부품	"5,740"	0	0.00	"130,540,205,040"
009620	삼보산업	KOSDAQ	금속	"1,417"	77	5.75	"68,803,932,769"
023600	삼보판지	KOSDAQ	종이·목재	"9,110"	-10	-0.11	"147,308,700,000"
380320	삼성머스트스팩5호	KOSDAQ	금융	"2,180"	-20	-0.91	"10,485,800,000"
377630	삼성스팩4호	KOSDAQ	금융	"2,205"	-5	-0.23	"8,864,100,000"
425290	삼성스팩6호	KOSDAQ	금융	"2,300"	-50	-2.13	"12,696,000,000"
439250	삼성스팩7호	KOSDAQ	금융	"9,700"	-10	-0.10	"33,969,400,000"
448740	삼성스팩8호	KOSDAQ	금융	"9,500"	0	0.00	"44,308,000,000"
009300	삼아제약	KOSDAQ	제약	"16,180"	130	0.81	"103,066,600,000"
225190	삼양옵틱스	KOSDAQ	의료·정밀기기	"9,630"	0	0.00	"97,741,495,440"
361670	삼영에스앤씨	KOSDAQ	일반전기전자	"4,770"	-40	-0.83	"27,034,728,660"
054540	삼영엠텍	KOSDAQ	금속	"4,140"	-35	-0.84	"53,820,000,000"
065570	삼영이엔씨	KOSDAQ	통신장비	"3,145"	-75	-2.33	"38,755,822,420"
032280	삼일	KOSDAQ	운송	"1,995"	25	1.27	"32,346,112,050"
002290	삼일기업공사	KOSDAQ	건설	"4,205"	-20	-0.47	"52,142,000,000"
037460	삼지전자	KOSDAQ	통신장비	"8,430"	-40	-0.47	"137,565,140,460"
032750	삼진	KOSDAQ	일반전기전자	"5,530"	-40	-0.72	"44,593,178,980"
054090	삼진엘앤디	KOSDAQ	IT부품	"1,804"	-27	-1.47	"45,026,454,528"
000250	삼천당제약	KOSDAQ	제약	"69,500"	"1,300"	1.91	"1,625,502,765,500"
024950	삼천리자전거	KOSDAQ	유통	"6,330"	70	1.12	"84,021,742,410"
038500	삼표시멘트	KOSDAQ	비금속	"3,235"	0	0.00	"349,109,249,910"
017480	삼현철강	KOSDAQ	금속	"5,130"	0	0.00	"80,555,825,700"
046390	삼화네트웍스	KOSDAQ	오락·문화	"1,985"	-20	-1.00	"85,698,272,005"
027580	상보	KOSDAQ	화학	"1,701"	-61	-3.46	"100,667,355,579"
038540	상상인	KOSDAQ	컴퓨터서비스	"4,335"	-15	-0.34	"239,848,236,855"
101000	상상인인더스트리	KOSDAQ	기계·장비	"2,005"	-50	-2.43	"37,652,793,240"
415580	상상인제3호스팩	KOSDAQ	금융	"2,030"	5	0.25	"10,779,300,000"
452670	상상인제4호스팩	KOSDAQ	금융	"1,943"	-1	-0.05	"10,142,460,000"
091580	상신이디피	KOSDAQ	IT부품	"17,050"	-10	-0.06	"232,361,133,950"
263810	상신전자	KOSDAQ	일반전기전자	"3,680"	5	0.14	"52,420,562,240"
089980	상아프론테크	KOSDAQ	화학	"19,810"	-150	-0.75	"316,742,822,970"
042940	상지카일룸	KOSDAQ	건설	467	-19	-3.91	"49,247,223,013"
042600	새로닉스	KOSDAQ	IT부품	"24,850"	-350	-1.39	"308,725,813,900"
107600	새빗켐	KOSDAQ	화학	"63,900"	400	0.63	"310,652,725,500"
411080	샌즈랩	KOSDAQ	소프트웨어	"7,840"	210	2.75	"118,346,665,920"
252990	샘씨엔에스	KOSDAQ	반도체	"5,310"	-90	-1.67	"266,316,922,260"
378800	샤페론	KOSDAQ	제약	"3,480"	40	1.16	"80,287,187,880"
294630	서남	KOSDAQ	일반전기전자	"4,310"	120	2.86	"101,450,758,290"
038070	서린바이오	KOSDAQ	유통	"8,850"	-20	-0.23	"77,000,982,600"
006730	서부T&D	KOSDAQ	숙박·음식	"7,650"	-80	-1.03	"470,958,793,650"
079650	서산	KOSDAQ	비금속	"1,720"	-11	-0.64	"34,400,000,000"
100660	서암기계공업	KOSDAQ	기계·장비	"4,700"	85	1.84	"59,220,000,000"
019770	서연탑메탈	KOSDAQ	기계·장비	"4,160"	20	0.48	"48,464,000,000"
043710	서울리거	KOSDAQ	유통	734	0	0.00	"36,845,977,920"
092190	서울바이오시스	KOSDAQ	IT부품	"3,695"	25	0.68	"141,236,397,835"
046890	서울반도체	KOSDAQ	반도체	"9,870"	-20	-0.20	"575,474,298,000"
063170	서울옥션	KOSDAQ	유통	"10,750"	360	3.46	"191,073,370,250"
027040	서울전자통신	KOSDAQ	IT부품	415	0	0.00	"28,879,371,505"
018680	서울제약	KOSDAQ	제약	"3,490"	-30	-0.85	"40,691,023,310"
093920	서원인텍	KOSDAQ	IT부품	"5,910"	-10	-0.17	"109,926,000,000"
189860	서전기전	KOSDAQ	일반전기전자	"4,465"	0	0.00	"43,305,052,700"
178320	서진시스템	KOSDAQ	통신장비	"18,420"	-100	-0.54	"692,235,425,640"
122690	서진오토모티브	KOSDAQ	운송장비·부품	"3,575"	15	0.42	"75,890,568,325"
140070	서플러스글로벌	KOSDAQ	유통	"3,315"	-55	-1.63	"122,615,220,000"
011370	서한	KOSDAQ	건설	972	4	0.41	"98,069,808,780"
065710	서호전기	KOSDAQ	일반전기전자	"18,990"	-50	-0.26	"97,798,500,000"
035890	서희건설	KOSDAQ	건설	"1,384"	-3	-0.22	"318,054,904,488"
357550	석경에이티	KOSDAQ	화학	"51,500"	700	1.38	"280,932,500,000"
003100	선광	KOSDAQ	운송	"17,990"	80	0.45	"118,734,000,000"
067370	선바이오	KOSDAQ	제약	"8,620"	0	0.00	"106,142,844,100"
171090	선익시스템	KOSDAQ	반도체	"25,000"	-950	-3.66	"234,419,150,000"
086710	선진뷰티사이언스	KOSDAQ	화학	"7,660"	-30	-0.39	"93,477,124,800"
014620	성광벤드	KOSDAQ	금속	"12,480"	-230	-1.81	"356,928,000,000"
037350	성도이엔지	KOSDAQ	기타서비스	"4,445"	-70	-1.55	"68,764,150,000"
081580	성우전자	KOSDAQ	IT부품	"2,190"	45	2.10	"33,962,833,170"
045300	성우테크론	KOSDAQ	반도체	"3,860"	5	0.13	"38,443,994,240"
015750	성우하이텍	KOSDAQ	운송장비·부품	"9,020"	-50	-0.55	"721,600,000,000"
365340	성일하이텍	KOSDAQ	화학	"100,700"	400	0.40	"1,210,031,340,000"
080470	성창오토텍	KOSDAQ	운송장비·부품	"5,260"	0	0.00	"38,398,000,000"
043260	성호전자	KOSDAQ	IT부품	"1,472"	-14	-0.94	"78,612,725,248"
148150	세경하이테크	KOSDAQ	일반전기전자	"17,820"	910	5.38	"209,995,887,420"
188260	세니젠	KOSDAQ	기타제조	"4,730"	305	6.89	"31,606,039,740"
053060	세동	KOSDAQ	운송장비·부품	"1,971"	-9	-0.45	"34,802,772,849"
