ex_dividend_date	record_date	payment_date	ticker_symbol	dividend_per_share
2022-12-30	2022-12-31	2023-04-21	058400	20.0
2022-12-30	2022-12-31	2023-04-17	039420	80.0
2022-12-30	2022-12-31	2023-04-20	102370	35.0
2022-12-30	2022-12-31	2023-03-30	435230	0.0
2022-12-30	2022-12-31	2023-03-30	43523K	0.0
2022-12-30	2022-12-31	2023-03-30	43523L	0.0
2022-12-30	2022-12-31	2023-04-28	092220	60.0
2022-12-30	2022-12-31	2023-04-21	046440	220.0
2022-12-30	2022-12-31	2023-04-21	016380	150.0
2022-12-30	2022-12-31	2023-04-21	016385	200.0
2022-12-30	2022-12-31	2023-04-21	035600	400.0
2022-12-30	2022-12-31	2023-04-27	151860	150.0
2022-12-30	2022-12-31	2023-04-28	001390	500.0
2022-12-30	2022-12-31	2023-04-25	381970	190.0
2022-12-30	2022-12-31	2023-04-18	145270	108.0
2022-12-30	2022-12-31	2023-04-27	030200	1960.0
2022-12-30	2022-12-31	2023-04-28	105910	0.0
2022-12-30	2022-12-31	2023-04-28	105915	0.0
2022-12-30	2022-12-31	2023-04-28	053210	350.0
2022-12-30	2022-12-31	2023-04-21	058850	120.0
2022-12-30	2022-12-31	2023-04-28	058860	120.0
2022-12-30	2022-12-31	2023-04-28	033780	5000.0
2022-12-30	2022-12-31	2023-04-13	064820	100.0
2022-12-30	2022-12-31	2023-04-28	024880	140.0
2022-12-30	2022-12-31	2023-04-07	253950	0.0
2022-12-30	2022-12-31	2023-04-21	089010	200.0
2022-12-30	2022-12-31	2023-04-25	176590	35.0
2022-12-30	2022-12-31	2023-03-31	369550	0.0
2022-12-30	2022-12-31	2023-03-31	36955K	0.0
2022-12-30	2022-12-31	2023-03-31	36955L	0.0
2022-12-30	2022-12-31	2023-04-20	123410	80.0
2022-12-30	2022-12-31	2023-04-18	003690	430.0
2022-12-30	2022-12-31	2023-04-26	357140	0.0
2022-12-30	2022-12-31	2023-04-14	049430	250.0
2022-12-30	2022-12-31	2023-04-14	183300	1000.0
2022-12-30	2022-12-31	2023-04-24	094930	0.0
2022-12-30	2022-12-31	2023-04-25	099620	0.0
2022-12-30	2022-12-31	2023-04-07	029960	500.0
2022-12-30	2022-12-31	2023-04-06	002020	550.0
2022-12-30	2022-12-31	2023-04-06	002025	600.0
2022-12-30	2022-12-31	2023-04-14	003070	300.0
2022-12-30	2022-12-31	2023-04-14	003075	350.0
2022-12-30	2022-12-31	2023-04-26	120110	1300.0
2022-12-30	2022-12-31	2023-04-26	120115	1350.0
2022-12-30	2022-12-31	2023-04-27	138490	180.0
2022-12-30	2022-12-31	2023-04-27	021240	1300.0
2022-12-30	2022-12-31	2023-04-11	033290	100.0
2022-12-30	2022-12-31	2023-04-10	056360	50.0
2022-12-30	2022-12-31	2023-04-10	146930	350.0
2022-12-30	2022-12-31	2023-04-07	052330	250.0
2022-12-30	2022-12-31	2023-04-20	322780	10.0
2022-12-30	2022-12-31	2023-04-26	200130	308.0
2022-12-30	2022-12-31	2023-04-25	294570	100.0
2022-12-30	2022-12-31	2023-04-21	192400	800.0
2022-12-30	2022-12-31	2023-04-21	284740	700.0
2022-12-30	2022-12-31	2023-04-21	405100	480.0
2022-12-30	2022-12-31	2023-04-10	066310	100.0
2022-12-30	2022-12-31	2023-04-28	264900	250.0
2022-12-30	2022-12-31	2023-04-28	26490K	252.0
2022-12-30	2022-12-31	2023-04-28	005740	100.0
2022-12-30	2022-12-31	2023-04-28	005745	105.0
2022-12-30	2022-12-31	2023-04-12	096240	800.0
2022-12-30	2022-12-31	2023-04-14	110790	500.0
2022-12-30	2022-12-31	2023-04-17	214150	116.0
2022-12-30	2022-12-31	2023-04-10	237880	200.0
2022-12-30	2022-12-31	2023-04-21	020120	50.0
2022-12-30	2022-12-31	2023-04-07	039490	3000.0
2022-12-30	2022-12-31	2023-04-07	03949L	9386.013
2022-12-30	2022-12-31	2023-04-07	03949M	4963.761
2022-12-30	2022-12-31	2023-03-30	435770	0.0
2022-12-30	2022-12-31	2023-03-30	43577K	0.0
2022-12-30	2022-12-31	2023-03-30	43577L	0.0
2022-12-30	2022-12-31	2023-04-21	014580	130.0
2022-12-30	2022-12-31	2023-04-25	015890	300.0
2022-12-30	2022-12-31	2023-04-21	006890	200.0
2022-12-30	2022-12-31	2023-04-28	023160	170.0
2022-12-30	2022-12-31	2023-04-25	003240	1750.0
2022-12-30	2022-12-31	2023-03-31	011280	50.0
2022-12-30	2022-12-31	2023-04-12	053620	300.0
2022-12-30	2022-12-31	2023-04-25	052960	25.0
2022-12-30	2022-12-31		052965	0.0
2022-12-30	2022-12-31	2023-04-27	004100	5.0
2022-12-30	2022-12-31	2023-04-27	004105	10.0
2022-12-30	2022-12-31	2023-04-21	009410	225.0
2022-12-30	2022-12-31	2023-04-21	009415	230.0
2022-12-30	2022-12-31	2023-04-27	124560	150.0
2022-12-30	2022-12-31	2023-04-21	001420	50.0
2022-12-30	2022-12-31	2023-04-28	007980	30.0
2022-12-30	2022-12-31	2023-03-31	095610	500.0
2022-12-30	2022-12-31	2023-04-11	055490	900.0
2022-12-30	2022-12-31	2023-06-22	287620	1000.0
2022-12-30	2022-12-31	2023-04-10	089030	130.0
2022-12-30	2022-12-31	2023-04-12	054450	130.0
2022-12-30	2022-12-31	2023-04-07	078000	600.0
2022-12-30	2022-12-31	2023-04-11	051360	100.0
2022-12-30	2022-12-31	2023-04-27	108230	100.0
2022-12-30	2022-12-31		434800	0.0
2022-12-30	2022-12-31	2023-04-28	43480K	0.0
2022-12-30	2022-12-31	2023-04-21	033830	15.0
2022-12-30	2022-12-31	2023-04-21	204610	60.0
2022-12-30	2022-12-31	2023-04-18	002710	120.0
2022-12-30	2022-12-31	2023-04-19	064760	1700.0
2022-12-30	2022-12-31	2023-04-11	340570	450.0
2022-12-30	2022-12-31	2023-04-10	131290	500.0
2022-12-30	2022-12-31	2023-04-14	246690	10.0
2022-12-30	2022-12-31	2023-04-28	019180	50.0
2022-12-30	2022-12-31	2023-04-07	356860	300.0
2022-12-30	2022-12-31	2023-04-19	002900	40.0
2022-12-30	2022-12-31	2023-04-21	363280	150.0
2022-12-30	2022-12-31	2023-04-21	36328K	175.0
2022-12-30	2022-12-31	2023-04-07	032540	230.0
2022-12-30	2022-12-31	2023-04-21	069260	1000.0
2022-12-30	2022-12-31	2023-04-14	081150	30.0
2022-12-30	2022-12-31	2023-04-14	214450	660.0
2022-12-30	2022-12-31	2023-04-11	177830	100.0
2022-12-30	2022-12-31	2023-04-21	037070	200.0
2022-12-30	2022-12-31	2023-04-06	150900	100.0
2022-12-30	2022-12-31	2023-04-21	170790	300.0
2022-12-30	2022-12-31	2023-04-14	038950	50.0
2022-12-30	2022-12-31	2023-04-18	140860	400.0
2022-12-30	2022-12-31	2023-04-04	091700	300.0
2022-12-30	2022-12-31	2023-04-12	036580	50.0
2022-12-30	2022-12-31	2023-04-21	027710	25.0
2022-12-30	2022-12-31	2023-04-14	028670	150.0
2022-12-30	2022-12-31	2023-04-10	016800	1100.0
2022-12-30	2022-12-31	2023-04-11	251970	360.0
2022-12-30	2022-12-31	2023-04-07	010770	150.0
2022-12-30	2022-12-31	2023-04-28	119500	60.0
2022-12-30	2022-12-31	2023-04-17	022100	75.0
2022-12-30	2022-12-31	2023-04-20	058430	875.0
2022-12-30	2022-12-31	2023-04-20	009520	37.0
2022-12-30	2022-12-31	2023-04-19	025100	500.0
2022-12-30	2022-12-31	2023-04-19	047050	1000.0
2022-12-30	2022-12-31	2023-04-19	003670	300.0
2022-12-30	2022-12-31	2023-04-17	005490	2000.0
2022-12-30	2022-12-31	2023-04-07	256630	10.0
2022-12-30	2022-12-31	2023-04-12	331380	30.0
2022-12-30	2022-12-31	2023-04-07	290720	100.0
2022-12-30	2022-12-31	2023-04-11	005670	90.0
2022-12-30	2022-12-31	2023-04-24	094940	20.0
2022-12-30	2022-12-31	2023-03-30	007330	650.0
2022-12-30	2022-12-31	2023-04-14	017810	102.0
2022-12-30	2022-12-31	2023-04-14	01781K	0.0
2022-12-30	2022-12-31	2023-04-11	023900	60.0
2022-12-30	2022-12-31	2023-04-06	103140	1000.0
2022-12-30	2022-12-31	2023-04-07	005810	1300.0
2022-12-30	2022-12-31	2023-04-11	035200	50.0
2022-12-30	2022-12-31	2023-04-28	321260	20.0
2022-12-30	2022-12-31	2023-03-31	053610	500.0
2022-12-30	2022-12-31	2023-04-18	053160	50.0
2022-12-30	2022-12-31	2023-04-07	075130	100.0
2022-12-30	2022-12-31	2023-04-21	051380	300.0
2022-12-30	2022-12-31	2023-04-21	178920	779.0
2022-12-30	2022-12-31	2023-04-07	319660	400.0
2022-12-30	2022-12-31	2023-04-07	031980	500.0
2022-12-30	2022-12-31	2023-04-06	002230	200.0
2022-12-30	2022-12-31	2023-04-18	043370	200.0
2022-12-30	2022-12-31	2023-04-21	347740	35.0
2022-12-30	2022-12-31	2023-04-13	137400	100.0
2022-12-30	2022-12-31	2023-04-26	024940	25.0
2022-12-30	2022-12-31	2023-04-21	128660	135.0
2022-12-30	2022-12-31	2023-04-19	006140	100.0
2022-12-30	2022-12-31	2023-04-10	087600	50.0
2022-12-30	2022-12-31	2023-04-27	161580	35.0
2022-12-30	2022-12-31	2023-04-27	163730	100.0
2022-12-30	2022-12-31	2023-04-10	086790	2550.0
2022-12-30	2022-12-31	2023-03-31	396580	0.0
2022-12-30	2022-12-31	2023-03-31	39658K	0.0
2022-12-30	2022-12-31	2023-03-31	39658L	0.0
2022-12-30	2022-12-31	2023-04-28	067310	50.0
2022-12-30	2022-12-31	2023-04-20	166090	300.0
2022-12-30	2022-12-31	2023-04-14	293480	510.0
2022-12-30	2022-12-31	2023-03-29	360780	0.0
2022-12-30	2022-12-31	2023-03-29	36078K	0.0
2022-12-30	2022-12-31	2023-03-29	36078L	0.0
2022-12-30	2022-12-31	2023-03-22	359960	0.0
2022-12-30	2022-12-31	2023-03-22	35996K	0.0
2022-12-30	2022-12-31	2023-04-17	136480	20.0
2022-12-30	2022-12-31	2023-04-21	003380	120.0
2022-12-30	2022-12-31	2023-04-12	049130	0.0
2022-12-30	2022-12-31	2023-04-14	013030	600.0
2022-12-30	2022-12-31	2023-04-21	126700	120.0
2022-12-30	2022-12-31	2023-04-12	071090	20.0
2022-12-30	2022-12-31	2023-04-19	106190	70.0
2022-12-30	2022-12-31	2023-04-07	000080	950.0
2022-12-30	2022-12-31	2023-04-07	000085	1000.0
2022-12-30	2022-12-31	2023-04-07	000087	1000.0
2022-12-30	2022-12-31	2023-04-07	000140	500.0
2022-12-30	2022-12-31	2023-04-07	000145	550.0
2022-12-30	2022-12-31	2023-04-28	373200	50.0
2022-12-30	2022-12-31	2023-04-21	066130	70.0
2022-12-30	2022-12-31	2023-04-21	004590	140.0
2022-12-30	2022-12-31	2023-04-21	039340	160.0
2022-12-30	2022-12-31	2023-04-14	034950	5100.0
2022-12-30	2022-12-31	2023-04-12	010040	45.0
2022-12-30	2022-12-31	2023-04-07	025540	450.0
2022-12-30	2022-12-31	2023-04-13	021830	0.0
2022-12-30	2022-12-31	2023-04-10	180120	0.0
2022-12-30	2022-12-31	2023-04-17	010100	70.0
2022-12-30	2022-12-31	2023-04-07	004090	110.0
2022-12-30	2022-12-31	2023-04-05	025550	100.0
2022-12-30	2022-12-31	2023-04-21	002200	800.0
2022-12-30	2022-12-31	2023-04-20	002960	18000.0
2022-12-30	2022-12-31	2023-04-21	011060	150.0
2022-12-30	2022-12-31	2023-04-19	016830	0.0
2022-12-30	2022-12-31	2023-04-19	01683K	0.0
2022-12-30	2022-12-31	2023-04-24	017890	50.0
2022-12-30	2022-12-31	2023-04-28	000240	650.0
2022-12-30	2022-12-31	2023-04-11	033270	400.0
2022-12-30	2022-12-31	2023-04-12	123890	220.0
2022-12-30	2022-12-31	2023-04-28	052690	283.0
2022-12-30	2022-12-31	2023-04-18	063570	110.0
2022-12-30	2022-12-31	2023-04-11	041460	70.0
2022-12-30	2022-12-31	2023-04-28	006200	50.0
2022-12-30	2022-12-31	2023-04-21	053300	120.0
2022-12-30	2022-12-31	2023-04-21	023350	100.0
2022-12-30	2022-12-31	2023-04-07	000970	400.0
2022-12-30	2022-12-31	2023-04-14	028820	550.0
2022-12-30	2022-12-31	2023-04-14	104700	300.0
2022-12-30	2022-12-31	2023-04-26	017960	130.0
2022-12-30	2022-12-31	2023-04-27	023760	28.0
2022-12-30	2022-12-31	2023-04-11	054040	250.0
2022-12-30	2022-12-31	2023-04-27	009760	0.0
2022-12-30	2022-12-31	2023-04-07	161890	500.0
2022-12-30	2022-12-31	2023-04-06	024720	300.0
2022-12-30	2022-12-31		02472K	0.0
2022-12-30	2022-12-31	2023-04-10	021650	60.0
2022-12-30	2022-12-31	2023-04-14	199660	0.0
2022-12-30	2022-12-31	2023-04-14	19966K	0.0
2022-12-30	2022-12-31	2023-04-26	161390	800.0
2022-12-30	2022-12-31	2023-04-11	034830	90.0
2022-12-30	2022-12-31	2023-04-07	071050	2300.0
2022-12-30	2022-12-31	2023-04-07	071055	2361.5
2022-12-30	2022-12-31	2023-04-12	281570	1500.0
2022-12-30	2022-12-31	2023-04-28	032300	50.0
2022-12-30	2022-12-31	2023-04-14	037230	35.0
2022-12-30	2022-12-31	2023-04-07	159430	0.0
2022-12-30	2022-12-31	2023-04-28	047810	250.0
2022-12-30	2022-12-31	2023-04-17	003350	100.0
2022-12-30	2022-12-31	2023-04-25	052600	150.0
2022-12-30	2022-12-31	2023-04-07	011500	120.0
2022-12-30	2022-12-31	2023-04-21	002390	400.0
2022-12-30	2022-12-31	2023-03-31	256150	250.0
2022-12-30	2022-12-31	2023-04-10	254030	600.0
2022-12-30	2022-12-31	2023-04-13	092460	100.0
2022-12-30	2022-12-31	2023-04-06	179430	400.0
2022-12-30	2022-12-31	2023-04-04	053690	550.0
2022-12-30	2022-12-31	2023-03-31	042700	200.0
2022-12-30	2022-12-31	2023-04-05	008930	200.0
2022-12-30	2022-12-31	2023-04-05	128940	500.0
2022-12-30	2022-12-31	2023-04-21	020000	750.0
2022-12-30	2022-12-31	2023-04-10	105630	500.0
2022-12-30	2022-12-31	2023-04-12	016450	250.0
2022-12-30	2022-12-31	2023-04-14	010420	25.0
2022-12-30	2022-12-31	2023-04-10	009180	70.0
2022-12-30	2022-12-31	2023-04-17	410980	1000.0
2022-12-30	2022-12-31	2023-04-21	213500	500.0
2022-12-30	2022-12-31	2023-04-21	21350K	550.0
2022-12-30	2022-12-31	2023-04-07	014680	2100.0
2022-12-30	2022-12-31	2023-04-27	004710	100.0
2022-12-30	2022-12-31	2023-04-07	004150	120.0
2022-12-30	2022-12-31	2023-04-21	004960	300.0
2022-12-30	2022-12-31	2023-04-21	004965	350.0
2022-12-30	2022-12-31	2023-04-26	011700	10.0
2022-12-30	2022-12-31	2023-04-24	045100	600.0
2022-12-30	2022-12-31	2023-04-06	001750	800.0
2022-12-30	2022-12-31	2023-04-06	001755	850.0
2022-12-30	2022-12-31	2023-04-20	018880	90.0
2022-12-30	2022-12-31	2023-04-21	014130	130.0
2022-12-30	2022-12-31	2023-04-07	300720	580.0
2022-12-30	2022-12-31	2023-04-14	002220	30.0
2022-12-30	2022-12-31	2023-04-07	006390	600.0
2022-12-30	2022-12-31	2023-04-07	003300	580.0
2022-12-30	2022-12-31	2023-04-14	007770	100.0
2022-12-30	2022-12-31	2023-04-27	051600	1305.0
2022-12-30	2022-12-31	2023-04-13	130660	228.0
2022-12-30	2022-12-31	2023-04-21	002320	600.0
2022-12-30	2022-12-31	2023-04-20	003480	100.0
2022-12-30	2022-12-31	2023-04-21	180640	170.0
2022-12-30	2022-12-31	2023-04-21	18064K	195.0
2022-12-30	2022-12-31	2023-04-17	079170	200.0
2022-12-30	2022-12-31	2023-04-26	009460	20.0
2022-12-30	2022-12-31	2023-04-07	000880	750.0
2022-12-30	2022-12-31	2023-04-07	000885	800.0
2022-12-30	2022-12-31	2023-04-07	00088K	800.0
2022-12-30	2022-12-31	2023-04-07	272210	250.0
2022-12-30	2022-12-31	2023-04-07	012450	1000.0
2022-12-30	2022-12-31	2023-04-20	195870	900.0
2022-12-30	2022-12-31	2023-04-26	034810	225.0
2022-12-30	2022-12-31	2023-04-26	03481K	230.0
2022-12-30	2022-12-31	2023-04-20	101530	200.0
2022-12-30	2022-12-31	2023-04-19	143210	0.0
2022-12-30	2022-12-31	2023-04-19	14321K	163.0
2022-12-30	2022-12-31	2023-04-19	14321L	163.0
2022-12-30	2022-12-31	2023-04-12	214180	420.0
2022-12-30	2022-12-31	2023-04-11	234340	500.0
2022-12-30	2022-12-31	2023-04-21	000720	600.0
2022-12-30	2022-12-31	2023-04-21	000725	650.0
2022-12-30	2022-12-31	2023-04-17	170030	166.0
2022-12-30	2022-12-31	2023-04-28	086280	5700.0
2022-12-30	2022-12-31	2023-04-21	012330	3000.0
2022-12-30	2022-12-31	2023-04-21	012335	3050.0
2022-12-30	2022-12-31	2023-04-10	319400	30.0
2022-12-30	2022-12-31	2023-04-19	052260	70.0
2022-12-30	2022-12-31	2023-04-27	069960	1300.0
2022-12-30	2022-12-31	2023-04-14	004560	100.0
2022-12-30	2022-12-31	2023-04-14	004565	150.0
2022-12-30	2022-12-31	2023-04-27	041440	70.0
2022-12-30	2022-12-31	2023-04-04	039010	130.0
2022-12-30	2022-12-31	2023-04-14	064540	600.0
2022-12-30	2022-12-31	2023-04-07	017800	500.0
2022-12-30	2022-12-31	2023-04-26	307950	1140.0
2022-12-30	2022-12-31	2023-04-19	011210	700.0
2022-12-30	2022-12-31	2023-04-14	090850	80.0
2022-12-30	2022-12-31	2023-04-21	005380	6000.0
2022-12-30	2022-12-31	2023-04-21	005385	6050.0
2022-12-30	2022-12-31	2023-04-21	005387	6100.0
2022-12-30	2022-12-31	2023-04-21	005389	6050.0
2022-12-30	2022-12-31	2023-04-21	004020	1000.0
2022-12-30	2022-12-31	2023-04-28	005440	210.0
2022-12-30	2022-12-31	2023-04-21	001500	550.0
2022-12-30	2022-12-31	2023-04-21	00150K	418.0
2022-12-30	2022-12-31	2023-04-28	065900	0.0
2022-12-30	2022-12-31	2023-04-10	011760	600.0
2022-12-30	2022-12-31	2023-04-10	227840	500.0
2022-12-30	2022-12-31	2023-04-20	126560	90.0
2022-12-30	2022-12-31	2023-03-31	001450	1965.0
2022-12-30	2022-12-31	2023-04-24	057050	2600.0
2022-12-30	2022-12-31	2023-04-20	092300	100.0
2022-12-30	2022-12-31	2023-04-17	003010	60.0
2022-12-30	2022-12-31	2023-04-27	111110	300.0
2022-12-30	2022-12-31		11111M	0.0
2022-12-30	2022-12-31	2023-04-14	008770	200.0
2022-12-30	2022-12-31	2023-04-14	008775	250.0
2022-12-30	2022-12-31	2023-04-26	060560	10.0
2022-12-30	2022-12-31	2023-04-14	002460	500.0
2022-12-30	2022-12-31	2023-04-12	378850	50.0
2022-12-30	2022-12-31	2023-04-07	241590	45.0
2022-12-30	2022-12-31	2023-04-07	006060	188.0
2022-12-30	2022-12-31	2023-04-12	013520	50.0
2022-12-30	2022-12-31	2023-04-06	010690	100.0
2022-12-30	2022-12-31	2023-04-06	126640	40.0
2022-12-30	2022-12-31		127980	490.0
2022-12-30	2022-12-31	2023-04-21	450320	0.0
2022-12-30	2022-12-31	2023-04-20	010660	30.0
2022-12-30	2022-12-31	2023-04-21	000850	2500.0
2022-12-30	2022-12-31	2023-04-14	012670	0.0
2022-12-30	2022-12-31	2023-04-19	016580	300.0
2022-12-30	2022-12-31	2023-04-14	032560	200.0
2022-12-30	2022-12-31	2023-04-04	004800	4500.0
2022-12-30	2022-12-31	2023-04-05	094280	300.0
2022-12-30	2022-12-31	2023-04-05	094285	305.0
2022-12-30	2022-12-31	2023-04-04	298050	15000.0
2022-12-30	2022-12-31	2023-03-23	309860	537500.0
2022-12-30	2022-12-31	2023-04-04	298020	10000.0
2022-12-30	2022-12-31	2023-04-06	093370	20.0
2022-12-30	2022-12-31	2023-04-14	081660	750.0
2022-12-30	2022-12-31	2023-04-12	290270	40.0
2022-12-30	2022-12-31	2023-04-21	200670	500.0
2022-12-30	2022-12-31	2023-04-04	065510	200.0
2022-12-30	2022-12-31	2023-04-14	005010	350.0
2022-12-30	2022-12-31	2023-04-21	243070	600.0
2022-12-30	2022-12-31	2023-04-21	084110	500.0
2022-12-30	2022-12-31	2023-04-07	024060	150.0
2022-12-30	2022-12-31	2023-04-07	010240	220.0
2022-12-30	2022-12-31	2023-04-13	189980	40.0
2022-12-30	2022-12-31	2023-04-21	037440	150.0
2022-12-26	2022-12-27	2023-01-20	155900	0.0
2022-12-16	2022-12-19	2023-01-04	245030	0.0
2022-12-14	2022-12-15	2022-12-29	152550	1670.0
2022-12-02	2022-12-05		152550	0.0
2022-11-29	2022-11-30	2023-03-06	357250	135.0
2022-11-29	2022-11-30	2023-02-28	338100	115.0
2022-11-29	2022-11-30	2023-03-09	365550	136.0
2022-11-29	2022-11-30	2023-02-28	417310	85.0
2022-11-29	2022-11-30	2023-02-24	357120	175.0
2022-11-29	2022-11-30	2023-02-28	320950	0.0
2022-11-29	2022-11-30	2023-02-28	32095K	0.0
2022-11-29	2022-11-30	2023-02-28	32095L	0.0
2022-11-29	2022-11-30	2023-01-11	030010	35.0
2022-11-29	2022-11-30	2023-01-11	03001K	0.0
2022-11-29	2022-11-30	2023-03-22	004310	30.0
2022-11-25	2022-11-28	2022-12-21	155900	0.0
2022-10-28	2022-10-31	2022-11-15	002030	500.0
2022-10-28	2022-10-31	2023-04-21	284470	0.0
2022-10-28	2022-10-31	2023-01-31	414720	0.0
2022-10-28	2022-10-31	2023-01-31	41472K	0.0
2022-10-28	2022-10-31	2023-01-31	41472L	0.0
2022-10-28	2022-10-31		342040	0.0
2022-10-28	2022-10-31	2023-01-30	34204K	0.0
2022-10-28	2022-10-31	2023-01-30	34204L	0.0
