allocation_base_date	cash_dividend_payment_date	ticker_symbol	dividend_per_share
20221231	20230407	131370	20
20221231	20230414	327260	100
20221231	20230414	218410	100
20221231	20230417	148250	30
20221231	20230420	018250	310
20221231	20230418	161000	550
20221231	20230411	290740	100
20221231	20230421	129050	0
20221231	20230427	102120	200
20221231	20230406	019990	50
20221231	20230414	137310	290
20221231	20230412	034120	1000
20221231	20230413	042110	35
20221231	20230417	036120	50
20221231	20230421	260970	300
20221231	20230331	250020	0
20221231	20230331	101490	150
20221231	20230309	003570	350
20221231	20230309	064960	1000
20221231	20230309	100840	400
20221231	20230310	036530	400
20221231	20230414	031330	230
20221231	20230411	060540	50
20221231	20230424	351320	16
20221231	20230407	056190	520
20221231	20230428	333280	1125
20221231	20230428	33328L	1125
20221231	20230428	33328M	1125
20221231	20230428	33328N	1125
20221231	20230414	005850	600
20221231	20230419	041510	1200
20221231	20230421	007820	70
20221231	20230414	012750	2500
20221231	20230412	306040	500
20221231	20230427	123700	100
20221231	20230428	025530	150
20221231	20230407	005090	1700
20221231	20230427	006120	1200
20221231	20230427	006125	1200
20221231	20230426	210980	400
20221231	20230426	21098L	622
20221231	20230427	068400	150
20221231	20230427	033630	500
20221231	20230330	395400	66
20221231		056550	0
20221231	20230413	05655K	0
20221231	20230427	000660	300
20221231	20230413	069510	300
20221231	20230411	041910	100
20221231	20230410	039440	250
20221231	20230417	098660	110
20221231	20230427	237690	500
20221231	20230420	288620	50
20221231	20230406	005610	1700
20221231	20230407	058610	200
20221231	20230414	358720	0
20221231	20230331	037890	1200
20221231	20230421	418900	0
20221231	20230407	003800	1330
20221231	20230407	089660	250
20221231	20230413	300900	0
20221231	20230420	172670	0
20221231	20230420	087400	0
20221231	20230411	396450	0
20221231	20230407	140910	200
20221231	20230421	095570	270
20221231	20230424	012630	250
20221231	20230421	039570	450
20221231	20230424	294870	600
20221231	20230410	267250	3700
20221231	20230421	267270	1750
20221231	20230425	322000	600
20221231	20230407	004050	1959
20221231	20230426	042670	240
20221231	20230420	267260	500
20221231	20230426	297890	150
20221231	20230425	078150	20
20221231	20230407	036640	200
20221231	20230421	035000	400
20221231	20230413	044990	200
20221231	20230421	204320	500
20221231	20230407	386150	0
20221231	20230407	38615K	0
20221231	20230407	38615L	0
20221231	20230410	060980	2000
20221231	20230428	011200	1200
20221231	20230411	044780	30
20221231	20230428	195940	320
20221231	20230427	403870	150
20221231	20230421	006840	200
20221231	20230403	045660	200
20221231	20230403	224110	100
20221231	20230410	021080	150
20221231	20230418	207490	30
20221231	20230424	141110	0
20221231	20230407	244920	200
20221231	20230421	265520	270
20221231	20230418	211270	70
20221231	20230414	230360	90
20221231	20230421	102420	25
20221231	20230421	247540	450
20221231	20230421	383310	600
20221231	20230427	038110	50
20221231	20230410	064850	180
20221231	20230424	383220	1600
20221231	20230425	007700	350
20221231	20230427	036810	100
20221231	20230414	083500	100
20221231	20230427	950130	894.45
20221231	20230504	265770	50
20221231	20230417	092870	100
20221231	20230417	09287K	0
20221231	20230425	067570	120
20221231	20230410	333620	60
20221231	20230428	036570	6680
20221231	20230405	008260	100
20221231	20230407	138250	0
20221231	20230420	224760	50
20221231	20230414	060250	200
20221231	20230330	400760	162
20221231	20230420	265740	20
20221231	20230417	426280	0
20221231	20230407	053290	60
20221231	20230406	004250	100
20221231	20230406	004255	105
20221231	20230421	048830	30
20221231	20230420	079550	1500
20221231	20230413	290650	50
20221231	20230421	066970	500
20221231	20230428	060370	30
20221231	20230406	010120	1100
20221231	20230406	104230	1200
20221231	20230405	229640	250
20221231	20230418	011910	43200
20221231	20230426	383800	310
20221231	20230426	38380K	320
20221231	20230428	073110	200
20221231	20230419	083310	100
20221231	20230427	064400	1190
20221231	20230414	037560	120
20221231	20230330	097520	500
20221231	20230411	179290	120
20221231	20230428	009780	60
20221231	20230503	123040	50
20221231	20230414	046290	0
20221231	20230414	033160	100
20221231	20230414	347890	250
20221231	20230410	140720	100
20221231	20230418	060850	140
20221231	20230419	014440	50
20221231	20230413	111770	1530
20221231	20230412	009970	3050
20221231	20230329	000670	10000
20221231	20230331	036560	400
20221231	20230328	006740	600
20221231	20230421	265560	50
20221231	20230411	053280	200
20221231	20230407	015360	2500
20221231	20230411	045060	50
20221231	20230420	080520	100
20221231	20230412	007310	9000
20221231	20230426	039830	120
20221231	20230418	014940	50
20221231	20230418	271560	950
20221231	20230420	001800	700
20221231	20230428	010470	270
20221231	20230413	036220	2000
20221231	20230421	241790	420
20221231	20230417	031510	20
20221231	20230412	138080	200
20221231	20230427	067170	130
20221231	20230421	173130	50
20221231	20230424	049480	15
20221231	20230419	131030	100
20221231	20230425	109080	200
20221231	20230426	057030	150
20221231	20230411	122990	250
20221231	20230407	112290	100
20221231	20230414	065530	50
20221231	20230412	067900	50
20221231	20230420	155650	250
20221231	20230419	273640	380
20221231	20230421	096250	0
20221231	20230420	273060	20
20221231	20230412	019210	300
20221231	20230412	01921S	300
20221231	20230412	01921T	300
20221231	20230417	040300	60
20221231	20230414	079000	200
20221231	20230414	316140	980
20221231	20230420	434780	0
20221231	20230420	43478K	0
20221231	20230331	298870	150
20221231	20230421	215360	150
20221231	20230428	072470	45
20221231	20230421	073560	50
20221231	20230413	010050	23
20221231	20230414	083780	0
20221231	20230414	101170	100
20221231	20230406	068560	920
20221231	20230428	017370	30
20221231	20230421	065680	300
20221231	20230411	105840	150
20221231	20230425	049800	50
20221231	20230414	095720	70
20221231	20230426	005820	350
20221231	20230413	307280	10
20221231	20230421	104830	800
20221231	20230419	240810	200
20221231	20230427	074600	150
20221231	20230410	012620	220
20221231	20230428	382840	200
20221231	20230414	008370	200
20221231	20230427	101160	50
20221231	20230418	069080	370
20221231	20230414	044340	200
20221231	20230410	364360	0
20221231	20230410	36436K	0
20221231	20230414	348350	100
20221231	20230414	112040	750
20221231	20230331	065370	150
20221231	20230414	024070	50
20221231	20230406	042910	4000
20221231	20230403	136540	500
20221231	20230407	014830	2000
20221231	20230404	036200	100
20221231	20230419	000910	125
20221231	20230428	047400	35
20221231	20230419	083910	0
20221231	20230426	011330	20
20221231	20230428	077500	200
20221231	20230407	011320	15
20221231	20230418	142210	100
20221231	20230421	048430	100
20221231	20230531	388690	243
20221231	20230421	032620	60
20221231	20230411	264450	420
20221231	20230411	078070	250
20221231	20230412	002920	120
20221231	20230420	000700	400
20221231	20230421	054930	750
20221231	20230421	003470	110
20221231	20230421	003475	160
20221231	20230425	263770	100
20221231	20230414	000220	105
20221231	20230414	000225	110
20221231	20230414	000227	110
20221231	20230414	023410	170
20221231	20230414	084370	270
20221231	20230414	001200	60
20221231	20230417	221800	500
20221231	20230406	000100	400
20221231	20230406	000105	410
20221231	20230412	003460	110
20221231	20230412	003465	120
20221231	20230420	372170	150
20221231	20230421	008730	250
20221231	20230427	008250	100
20221231	20230414	039020	50
20221231	20230414	039025	0
20221231	20230421	025820	50
20221231	20230411	067920	180
20221231	20230417	044960	40
20221231	20230414	296640	110
20221231	20230428	214320	1700
20221231	20230420	073490	350
20221231	20230425	272290	450
20221231	20230412	208760	27600
20221231	20230428	053350	20
20221231	20230414	041520	300
20221231	20230428	264850	50
20221231	20230414	054210	150
20221231	20230414	05421K	150
20221231	20230331	088260	195
20221231	20230421	139480	2000
20221231	20230421	078020	100
20221231	20230421	07802K	0
20221231	20230421	07802L	0
20221231	20230418	208850	50
20221231	20230418	080010	100
20221231	20230428	007660	100
20221231	20230428	005950	500
20221231	20230412	386810	1000
20221231	20230424	102710	150
20221231	20230425	063760	60
20221231	20230420	123570	90
20221231	20230417	091120	150
20221231	20230421	102460	150
20221231	20230421	10246L	150
20221231	20230419	039030	1000
20221231	20230417	232150	0
20221231	20230417	353810	75
20221231	20230403	350520	133
20221231	20230414	139150	0
20221231	20230412	377330	120
20221231	20230417	035810	75
20221231	20230419	092130	1040
20221231	20230413	041830	300
20221231	20230405	277410	40
20221231	20230428	037330	50
20221231	20230426	100030	360
20221231	20230411	417460	285
20221231	20230424	023800	200
20221231	20230329	034590	1250
20221231	20230414	211050	300
20221231	20230421	216050	389
20221231	20230428	049070	610
20221231	20230420	119610	600
20221231	20230410	129260	120
20221231	20230418	064290	200
20221231	20230413	189300	100
20221231	20230428	023810	180
20221231	20230331	115310	900
20221231	20230417	039290	20
20221231	20230410	272340	30
20221231	20230410	27234K	30
20221231	20230410	27234L	30
20221231	20230414	000230	100
20221231	20230426	013360	5
20221231		013365	0
20221231	20230411	003120	20000
20221231	20230413	068330	7
20221231	20230331	003200	5000
20221231	20230421	007570	150
20221231	20230421	007575	175
20221231	20230417	081000	300
20221231	20230417	103590	130
20221231	20230414	094820	330
20221231	20230421	015860	150
20221231	20230417	318600	0
20221231	20230410	226320	150
20221231	20230414	317400	300
20221231	20230414	31740K	300
20221231	20230412	000950	1000
20221231	20230425	208140	100
20221231	20230420	040420	530
20221231	20230425	060080	0
20221231	20230414	217190	75
20221231	20230421	134450	600
20221231	20230414	122310	160
20221231	20230425	361390	50
20221231	20230518	065930	0
20221231	20230411	147830	150
20221231	20230411	033100	150
20221231	20230418	079370	350
20221231	20230428	234080	500
20221231	20230428	001060	375
20221231	20230428	001065	400
20221231	20230428	001067	375
20221231	20230428	00106N	375
20221231	20230428	096760	100
20221231	20230419	054950	300
20221231	20230417	090470	200
20221231	20230414	137950	160
20221231	20230426	094200	0
20221231	20230414	348950	190
20221231	20230406	194370	500
20221231	20230421	026040	100
20221231	20230417	126880	100
20221231	20230419	094970	150
20221231	20230421	078830	0
20221231	20230425	035900	369
20221231	20230328	084890	700
20221231	20230414	030000	1150
20221231	20230419	271980	50
20221231	20230413	001560	270
20221231	20230428	199820	200
20221231	20230421	038010	120
20221231	20230419	002620	50
20221231	20230410	006220	100
20221231	20230427	064800	10
20221231	20230404	004910	100
20221231	20230421	120030	1500
20221231	20230407	002600	6500
20221231	20230407	185750	1000
20221231	20230407	001630	1400
20221231	20230412	036930	193
20221231	20230421	024110	960
20221231	20230421	024115	0
20221231	20230421	024119	0
20221231	20230421	02411A	0
20221231	20230421	072020	100
20221231	20230419	000440	320
20221231	20230421	013890	530
20221231	20230411	263860	150
20221231	20230425	138290	0
20221231	20230414	144510	350
20221231	20230324	382480	34
20221231	20230406	078930	2500
20221231	20230406	078935	2550
20221231	20230406	006360	1300
20221231	20230405	007070	430
20221231	20230425	053050	20
20221231	20230411	119850	50
20221231	20230420	013870	80
20221231	20230420	311320	100
20221231	20230428	088790	70
20221231	20230428	088795	80
20221231	20230407	018120	450
20221231	20230414	036890	300
20221231	20230404	003780	150
20221231	20230419	007370	150
20221231	20230404	010640	150
20221231	20230405	100250	150
20221231	20230414	004650	500
20221231	20230410	278280	500
20221231	20230407	140290	20
20221231	20230531	219000	0
20221231	20230421	094360	196
20221231	20230421	09436L	196
20221231	20230421	016920	10
20221231	20230425	035720	60
20221231	20230426	323410	80
20221231	20230425	296490	100
20221231	20230413	078340	1300
20221231	20230405	214370	1700
20221231	20230414	221980	430
20221231	20230421	100530	0
20221231	20230630	343470	0
20221231	20230331	192250	30
20221231	20230412	029460	350
20221231	20230428	009440	50
20221231	20230331	007320	0
20221231	20230414	002380	7000
20221231	20230421	021320	150
20221231	20230421	344820	1400
20221231	20230410	307090	0
20221231	20230410	30709K	0
20221231	20230410	039880	0
20221231	20230410	039885	0
20221231	20230410	144920	0
20221231	20230410	144925	0
20221231	20230404	036670	250
20221231	20230420	115500	140
20221231	20230420	101430	70
20221231	20230414	281820	250
20221231	20230426	089150	60
20221231	20230417	009070	60
20221231	20230414	025880	50
20221231	20230330	053900	250
20221231	20230407	093320	600
20221231	20230406	049500	0
20221231	20230421	044450	350
20221231	20230425	122450	167
20221231	20230414	053080	300
20221231	20230421	058400	20
20221231	20230417	039420	80
20221231	20230420	102370	35
20221231	20230330	435230	0
20221231	20230330	43523K	0
20221231	20230330	43523L	0
20221231	20230428	092220	60
20221231	20230421	046440	220
20221231	20230421	016380	150
20221231	20230421	016385	200
20221231	20230421	035600	400
20221231	20230427	151860	150
20221231	20230428	001390	500
20221231	20230425	381970	190
20221231	20230418	145270	108
20221231	20230427	030200	1960
20221231	20230428	105910	0
20221231	20230428	105915	0
20221231	20230428	053210	350
20221231	20230421	058850	120
20221231	20230428	058860	120
20221231	20230428	033780	5000
20221231	20230413	064820	100
20221231	20230428	024880	140
20221231	20230407	253950	0
20221231	20230421	089010	200
20221231	20230425	176590	35
20221231	20230331	369550	0
20221231	20230331	36955K	0
20221231	20230331	36955L	0
20221231	20230420	123410	80
20221231	20230418	003690	430
20221231	20230426	357140	0
20221231	20230414	049430	250
20221231	20230414	183300	1000
20221231	20230424	094930	0
20221231	20230425	099620	0
20221231	20230407	029960	500
20221231	20230406	002020	550
20221231	20230406	002025	600
20221231	20230414	003070	300
20221231	20230414	003075	350
20221231	20230426	120110	1300
20221231	20230426	120115	1350
20221231	20230427	138490	180
20221231	20230427	021240	1300
20221231	20230411	033290	100
20221231	20230410	056360	50
20221231	20230410	146930	350
20221231	20230407	052330	250
20221231	20230420	322780	10
20221231	20230426	200130	308
20221231	20230425	294570	100
20221231	20230421	192400	800
20221231	20230421	284740	700
20221231	20230421	405100	480
20221231	20230410	066310	100
20221231	20230428	264900	250
20221231	20230428	26490K	252
20221231	20230428	005740	100
20221231	20230428	005745	105
20221231	20230412	096240	800
20221231	20230414	110790	500
20221231	20230417	214150	116
20221231	20230410	237880	200
20221231	20230421	020120	50
20221231	20230407	039490	3000
20221231	20230407	03949L	9386.013
20221231	20230407	03949M	4963.761
20221231	20230330	435770	0
20221231	20230330	43577K	0
20221231	20230330	43577L	0
20221231	20230421	014580	130
20221231	20230425	015890	300
20221231	20230421	006890	200
20221231	20230428	023160	170
20221231	20230425	003240	1750
20221231	20230331	011280	50
20221231	20230412	053620	300
20221231	20230425	052960	25
20221231		052965	0
20221231	20230427	004100	5
20221231	20230427	004105	10
20221231	20230421	009410	225
20221231	20230421	009415	230
20221231	20230427	124560	150
20221231	20230421	001420	50
20221231	20230428	007980	30
20221231	20230331	095610	500
20221231	20230411	055490	900
20221231	20230622	287620	1000
20221231	20230410	089030	130
20221231	20230412	054450	130
20221231	20230407	078000	600
20221231	20230411	051360	100
20221231	20230427	108230	100
20221231		434800	0
20221231	20230428	43480K	0
20221231	20230421	033830	15
20221231	20230421	204610	60
20221231	20230418	002710	120
20221231	20230419	064760	1700
20221231	20230411	340570	450
20221231	20230410	131290	500
20221231	20230414	246690	10
20221231	20230428	019180	50
20221231	20230407	356860	300
20221231	20230419	002900	40
20221231	20230421	363280	150
20221231	20230421	36328K	175
20221231	20230407	032540	230
20221231	20230421	069260	1000
20221231	20230414	081150	30
20221231	20230414	214450	660
20221231	20230411	177830	100
20221231	20230421	037070	200
20221231	20230406	150900	100
20221231	20230421	170790	300
20221231	20230414	038950	50
20221231	20230418	140860	400
20221231	20230404	091700	300
20221231	20230412	036580	50
20221231	20230421	027710	25
20221231	20230414	028670	150
20221231	20230410	016800	1100
20221231	20230411	251970	360
20221231	20230407	010770	150
20221231	20230428	119500	60
20221231	20230417	022100	75
20221231	20230420	058430	875
20221231	20230420	009520	37
20221231	20230419	025100	500
20221231	20230419	047050	1000
20221231	20230419	003670	300
20221231	20230417	005490	2000
20221231	20230407	256630	10
20221231	20230412	331380	30
20221231	20230407	290720	100
20221231	20230411	005670	90
20221231	20230424	094940	20
20221231	20230330	007330	650
20221231	20230414	017810	102
20221231	20230414	01781K	0
20221231	20230411	023900	60
20221231	20230406	103140	1000
20221231	20230407	005810	1300
20221231	20230411	035200	50
20221231	20230428	321260	20
20221231	20230331	053610	500
20221231	20230418	053160	50
20221231	20230407	075130	100
20221231	20230421	051380	300
20221231	20230421	178920	779
20221231	20230407	319660	400
20221231	20230407	031980	500
20221231	20230406	002230	200
20221231	20230418	043370	200
20221231	20230421	347740	35
20221231	20230413	137400	100
20221231	20230426	024940	25
20221231	20230421	128660	135
20221231	20230419	006140	100
20221231	20230410	087600	50
20221231	20230427	161580	35
20221231	20230427	163730	100
20221231	20230410	086790	2550
20221231	20230331	396580	0
20221231	20230331	39658K	0
20221231	20230331	39658L	0
20221231	20230428	067310	50
20221231	20230420	166090	300
20221231	20230414	293480	510
20221231	20230329	360780	0
20221231	20230329	36078K	0
20221231	20230329	36078L	0
20221231	20230322	359960	0
20221231	20230322	35996K	0
20221231	20230417	136480	20
20221231	20230421	003380	120
20221231	20230412	049130	0
20221231	20230414	013030	600
20221231	20230421	126700	120
20221231	20230412	071090	20
20221231	20230419	106190	70
20221231	20230407	000080	950
20221231	20230407	000085	1000
20221231	20230407	000087	1000
20221231	20230407	000140	500
20221231	20230407	000145	550
20221231	20230428	373200	50
20221231	20230421	066130	70
20221231	20230421	004590	140
20221231	20230421	039340	160
20221231	20230414	034950	5100
20221231	20230412	010040	45
20221231	20230407	025540	450
20221231	20230413	021830	0
20221231	20230410	180120	0
20221231	20230417	010100	70
20221231	20230407	004090	110
20221231	20230405	025550	100
20221231	20230421	002200	800
20221231	20230420	002960	18000
20221231	20230421	011060	150
20221231	20230419	016830	0
20221231	20230419	01683K	0
20221231	20230424	017890	50
20221231	20230428	000240	650
20221231	20230411	033270	400
20221231	20230412	123890	220
20221231	20230428	052690	283
20221231	20230418	063570	110
20221231	20230411	041460	70
20221231	20230428	006200	50
20221231	20230421	053300	120
20221231	20230421	023350	100
20221231	20230407	000970	400
20221231	20230414	028820	550
20221231	20230414	104700	300
20221231	20230426	017960	130
20221231	20230427	023760	28
20221231	20230411	054040	250
20221231	20230427	009760	0
20221231	20230407	161890	500
20221231	20230406	024720	300
20221231		02472K	0
20221231	20230410	021650	60
20221231	20230414	199660	0
20221231	20230414	19966K	0
20221231	20230426	161390	800
20221231	20230411	034830	90
20221231	20230407	071050	2300
20221231	20230407	071055	2361.5
20221231	20230412	281570	1500
20221231	20230428	032300	50
20221231	20230414	037230	35
20221231	20230407	159430	0
20221231	20230428	047810	250
20221231	20230417	003350	100
20221231	20230425	052600	150
20221231	20230407	011500	120
20221231	20230421	002390	400
20221231	20230331	256150	250
20221231	20230410	254030	600
20221231	20230413	092460	100
20221231	20230406	179430	400
20221231	20230404	053690	550
20221231	20230331	042700	200
20221231	20230405	008930	200
20221231	20230405	128940	500
20221231	20230421	020000	750
20221231	20230410	105630	500
20221231	20230412	016450	250
20221231	20230414	010420	25
20221231	20230410	009180	70
20221231	20230417	410980	1000
20221231	20230421	213500	500
20221231	20230421	21350K	550
20221231	20230407	014680	2100
20221231	20230427	004710	100
20221231	20230407	004150	120
20221231	20230421	004960	300
20221231	20230421	004965	350
20221231	20230426	011700	10
20221231	20230424	045100	600
20221231	20230406	001750	800
20221231	20230406	001755	850
20221231	20230420	018880	90
20221231	20230421	014130	130
20221231	20230407	300720	580
20221231	20230414	002220	30
20221231	20230407	006390	600
20221231	20230407	003300	580
20221231	20230414	007770	100
20221231	20230427	051600	1305
20221231	20230413	130660	228
20221231	20230421	002320	600
20221231	20230420	003480	100
20221231	20230421	180640	170
20221231	20230421	18064K	195
20221231	20230417	079170	200
20221231	20230426	009460	20
20221231	20230407	000880	750
20221231	20230407	000885	800
20221231	20230407	00088K	800
20221231	20230407	272210	250
20221231	20230407	012450	1000
20221231	20230420	195870	900
20221231	20230426	034810	225
20221231	20230426	03481K	230
20221231	20230420	101530	200
20221231	20230419	143210	0
20221231	20230419	14321K	163
20221231	20230419	14321L	163
20221231	20230412	214180	420
20221231	20230411	234340	500
20221231	20230421	000720	600
20221231	20230421	000725	650
20221231	20230417	170030	166
20221231	20230428	086280	5700
20221231	20230421	012330	3000
20221231	20230421	012335	3050
20221231	20230410	319400	30
20221231	20230419	052260	70
20221231	20230427	069960	1300
20221231	20230414	004560	100
20221231	20230414	004565	150
20221231	20230427	041440	70
20221231	20230404	039010	130
20221231	20230414	064540	600
20221231	20230407	017800	500
20221231	20230426	307950	1140
20221231	20230419	011210	700
20221231	20230414	090850	80
20221231	20230421	005380	6000
20221231	20230421	005385	6050
20221231	20230421	005387	6100
20221231	20230421	005389	6050
20221231	20230421	004020	1000
20221231	20230428	005440	210
20221231	20230421	001500	550
20221231	20230421	00150K	418
20221231	20230428	065900	0
20221231	20230410	011760	600
20221231	20230410	227840	500
20221231	20230420	126560	90
20221231	20230331	001450	1965
20221231	20230424	057050	2600
20221231	20230420	092300	100
20221231	20230417	003010	60
20221231	20230427	111110	300
20221231		11111M	0
20221231	20230414	008770	200
20221231	20230414	008775	250
20221231	20230426	060560	10
20221231	20230414	002460	500
20221231	20230412	378850	50
20221231	20230407	241590	45
20221231	20230407	006060	188
20221231	20230412	013520	50
20221231	20230406	010690	100
20221231	20230406	126640	40
20221231		127980	490
20221231	20230421	450320	0
20221231	20230420	010660	30
20221231	20230421	000850	2500
20221231	20230414	012670	0
20221231	20230419	016580	300
20221231	20230414	032560	200
20221231	20230404	004800	4500
20221231	20230405	094280	300
20221231	20230405	094285	305
20221231	20230404	298050	15000
20221231	20230323	309860	537500
20221231	20230404	298020	10000
20221231	20230406	093370	20
20221231	20230414	081660	750
20221231	20230412	290270	40
20221231	20230421	200670	500
20221231	20230404	065510	200
20221231	20230414	005010	350
20221231	20230421	243070	600
20221231	20230421	084110	500
20221231	20230407	024060	150
20221231	20230407	010240	220
20221231	20230413	189980	40
20221231	20230421	037440	150
20221227	20230120	155900	0
20221219	20230104	245030	0
20221215	20221229	152550	1670
20221205		152550	0
20221130	20230306	357250	135
20221130	20230228	338100	115
20221130	20230309	365550	136
20221130	20230228	417310	85
20221130	20230224	357120	175
20221130	20230228	320950	0
20221130	20230228	32095K	0
20221130	20230228	32095L	0
20221130	20230111	030010	35
20221130	20230111	03001K	0
20221130	20230322	004310	30
20221128	20221221	155900	0
20221031	20221115	002030	500
20221031	20230421	284470	0
20221031	20230131	414720	0
20221031	20230131	41472K	0
20221031	20230131	41472L	0
20221031		342040	0
20221031	20230130	34204K	0
20221031	20230130	34204L	0
