배정기준일,현금배당지급일,종목코드,종목명,주당배당금
20231231,20240422,314140,알피바이오,50
20231231,,291650,압타머사이언스,0
20231231,,29165V,압타머사이언스10우,0
20231231,,29165K,압타머사이언스1우,0
20231231,20240419,018250,애경산업,580
20231231,20240412,161000,애경케미칼,250
20231231,,390110,애니메디솔루션,0
20231231,,39011P,애니메디솔루션 5우,0
20231231,,39011Q,애니메디솔루션 6우,0
20231231,,39011K,애니메디솔루션1우,0
20231231,,39011L,애니메디솔루션2우,0
20231231,,39011M,애니메디솔루션3우,0
20231231,,39011N,애니메디솔루션4우,0
20231231,,310200,애니플러스,0
20231231,,179530,애드바이오텍,0
20231231,,205500,액션스퀘어,0
20231231,,052790,액토즈소프트,0
20231231,20240411,290740,액트로,100
20231231,,238090,앤디포스,0
20231231,20240422,129050,앤알커뮤니케이션,0
20231231,,129890,앱코,0
20231231,,174900,앱클론,0
20231231,,17490Q,앱클론6우,0
20231231,,17490R,앱클론7우,0
20231231,20240426,102120,어보브반도체,100
20231231,20240418,019990,에너토크,50
20231231,,011090,에넥스,0
20231231,,270660,에브리봇,0
20231231,20240416,038680,에스넷시스템,120
20231231,,121890,에스디시스템,0
20231231,,118000,에스메디,0
20231231,,11800L,에스메디2우,0
20231231,,304360,에스바이오메딕스,0
20231231,,151910,에스비더블유생명과학,0
20231231,,389500,에스비비테크,0
20231231,,019550,에스비아이인베스트먼트,0
20231231,20240419,034120,에스비에스,500
20231231,20240416,042110,에스씨디,30
20231231,20240415,036120,에스씨아이평가정보,50
20231231,,065420,에스아이리소스,0
20231231,,270210,에스알바이오텍,0
20231231,,103230,에스앤더블류,0
20231231,20240419,260970,에스앤디,500
20231231,20240524,250020,에스앤씨산업,0
20231231,20240411,101490,에스앤에스텍,150
20231231,20240313,003570,에스앤티다이내믹스,550
20231231,20240313,064960,에스앤티모티브,1000
20231231,20240313,100840,에스앤티에너지,500
20231231,20240314,036530,에스앤티홀딩스,500
20231231,,095910,에스에너지,0
20231231,,275630,에스에스알,0
20231231,,419530,에스에이엠지엔터테인먼트,0
20231231,20240412,031330,에스에이엠티,200
20231231,20240409,060540,에스에이티,50
20231231,,351320,에스에이티,0
20231231,20240416,056190,에스에프에이,100
20231231,20240426,333280,에스엔엘코리아,1125
20231231,20240426,33328M,에스엔엘코리아3우,1125
20231231,20240426,33328N,에스엔엘코리아4우,1125
20231231,20240426,33328P,에스엔엘코리아5우,1125
20231231,,080000,에스엔유프리시젼,0
20231231,,091340,에스엔케이폴리텍,0
20231231,20240412,005850,에스엘,900
20231231,,258540,에스엘테라퓨틱스,0
20231231,,010580,에스엠벡셀,0
20231231,,299670,에스엠비나,0
20231231,20240417,041510,에스엠엔터테인먼트,1200
20231231,,007820,에스엠코어,0
20231231,,109610,에스와이,0
20231231,20240426,365330,에스와이스틸텍,50
20231231,20240419,012750,에스원,2700
20231231,,031860,에스유홀딩스,0
20231231,20240412,306040,에스제이그룹,250
20231231,20240425,123700,에스제이엠,175
20231231,20240426,025530,에스제이엠홀딩스,225
20231231,,217910,에스제이켐,0
20231231,20240412,005090,에스지씨에너지,1700
20231231,20240412,016250,에스지씨이테크건설,750
20231231,,184230,에스지에이 솔루션즈,0
20231231,,255220,에스지이,0
20231231,20240426,006120,에스케이디스커버리,1200
20231231,20240426,006125,에스케이디스커버리1우,1250
20231231,20240425,210980,에스케이디앤디,400
20231231,20240425,21098L,에스케이디앤디2우,622
20231231,20240425,068400,에스케이렌터카,0
20231231,,302440,에스케이바이오사이언스,0
20231231,20240426,033630,에스케이브로드밴드,500
20231231,,260870,에스케이시그넷,0
20231231,,26087L,에스케이시그넷2우,0
20231231,,26087M,에스케이시그넷3우,0
20231231,,26087N,에스케이시그넷4우,0
20231231,,361610,에스케이아이이테크놀로지,0
20231231,,100090,에스케이오션플랜트,0
20231231,20240412,395400,에스케이위탁관리부동산투자회사,91
20231231,,056550,에스케이이엔에스,0
20231231,20240409,05655K,에스케이이엔에스1우,0
20231231,20240409,05655L,에스케이이엔에스2우,0
20231231,20240409,05655M,에스케이이엔에스3우,0
20231231,,457940,에스케이증권제10호기업인수목적,0
20231231,,472230,에스케이증권제11호기업인수목적,0
20231231,,435870,에스케이증권제8호기업인수목적,0
20231231,,455910,에스케이증권제9호기업인수목적,0
20231231,20240424,000660,에스케이하이닉스,300
20231231,,096630,에스코넥,0
20231231,20240418,069510,에스텍,500
20231231,20240415,234300,에스트래픽,40
20231231,20240412,039440,에스티아이,200
20231231,20240422,098660,에스티오,110
20231231,,052020,에스티큐브,0
20231231,,05202L,에스티큐브 2우,0
20231231,20240424,237690,에스티팜,500
20231231,20240419,288620,에스퓨얼셀,50
20231231,,443670,에스피소프트,0
20231231,20240415,005610,에스피씨삼립,1700
20231231,20240408,058610,에스피지,200
20231231,,043340,에쎈테크,0
20231231,20240403,037890,에어미디어,800
20231231,,298690,에어부산,0
20231231,,187660,에이디엠코리아,0
20231231,,18766K,에이디엠코리아 1우,0
20231231,,200710,에이디테크놀로지,0
20231231,,203400,에이비온,0
20231231,,195990,에이비프로바이오,0
20231231,20240419,418900,에이스나노켐,0
20231231,20240405,003800,에이스침대,1400
20231231,,088800,에이스테크놀로지,0
20231231,,08880K,에이스테크놀로지 2우,0
20231231,,08880M,에이스테크놀로지 4우,0
20231231,,08880L,에이스테크놀로지3우,0
20231231,,241840,에이스토리,0
20231231,20240419,089660,에이앤디신용정보,250
20231231,,453860,에이에스텍,0
20231231,,312610,에이에프더블류,0
20231231,,015260,에이엔피,0
20231231,20240418,172670,에이엘티,100
20231231,20240412,396450,에이엠티,0
20231231,,234070,에이원알폼,0
20231231,,23407K,에이원알폼1우,0
20231231,,140910,에이자기관리부동산투자회사,0
20231231,20240415,095570,에이제이네트웍스,270
20231231,,445090,에이직랜드,0
20231231,20240426,012630,에이치디씨,300
20231231,20240425,039570,에이치디씨랩스,450
20231231,20240425,294870,에이치디씨현대산업개발,700
20231231,20240409,267250,에이치디현대,1900
20231231,20240426,267270,에이치디현대건설기계,700
20231231,20240404,443060,에이치디현대마린솔루션,2000
20231231,,010620,에이치디현대미포,0
20231231,,322000,에이치디현대에너지솔루션,0
20231231,20240404,004050,에이치디현대오일뱅크,1059
20231231,20240424,042670,에이치디현대인프라코어,110
20231231,20240404,267260,에이치디현대일렉트릭,1000
20231231,,329180,에이치디현대중공업,0
20231231,20240429,297890,에이치비솔루션,30
20231231,,440290,에이치비인베스트먼트,0
20231231,20240425,078150,에이치비테크놀러지,20
20231231,,072990,에이치시티,0
20231231,20240409,036640,에이치알에스,200
20231231,20240419,035000,에이치에스애드,450
20231231,20240409,044990,에이치엔에스하이텍,200
20231231,,014790,에이치엘디앤아이한라,0
20231231,,01479K,에이치엘디앤아이한라1우,0
20231231,20240425,204320,에이치엘만도,600
20231231,,003580,에이치엘비글로벌,0
20231231,,278650,에이치엘비바이오스텝,0
20231231,,343090,에이치엘비사이언스,0
20231231,,067630,에이치엘비생명과학,0
20231231,,024850,에이치엘비이노베이션,0
20231231,,047920,에이치엘비제약,0
20231231,,115450,에이치엘비테라퓨틱스,0
20231231,,239610,에이치엘사이언스,0
20231231,20240404,386150,에이치엘제일호위탁관리부동산투자회사,0
20231231,20240404,38615K,에이치엘제일호위탁관리부동산투자회사1우,0
20231231,20240404,38615L,에이치엘제일호위탁관리부동산투자회사2우,0
20231231,,462020,에이치엠씨아이비제6호기업인수목적,0
20231231,20240426,011200,에이치엠엠,700
20231231,,097230,에이치제이중공업,0
20231231,,044780,에이치케이,0
20231231,20240426,195940,에이치케이이노엔,350
20231231,20240425,403870,에이치피에스피,150
20231231,20240422,357230,에이치피오,100
20231231,,071670,에이테크솔루션,0
20231231,20240412,045660,에이텍,200
20231231,20240405,224110,에이텍모빌리티,200
20231231,20240408,021080,에이티넘인베스트먼트,120
20231231,20240419,207490,에이펙스인텍,30
20231231,20240416,262260,에이프로,200
20231231,,003060,에이프로젠바이오로직스,0
20231231,,397030,에이프릴바이오,0
20231231,20240411,244920,에이플러스에셋어드바이저,200
20231231,20240422,265520,에이피시스템,270
20231231,,054620,에이피에스,0
20231231,20240418,211270,에이피위성,70
20231231,,109960,에이피헬스케어,0
20231231,20240425,230240,에치에프알,220
20231231,,230360,에코마케팅,0
20231231,,038870,에코바이오홀딩스,0
20231231,,097780,에코볼트,0
20231231,20240412,448280,에코아이,500
20231231,,101360,에코앤드림,0
20231231,20240418,102420,에코엘이디,30
20231231,,128540,에코캡,0
20231231,,086520,에코프로,0
20231231,,450080,에코프로머티리얼즈,0
20231231,,247540,에코프로비엠,0
20231231,20240422,383310,에코프로에이치엔,600
20231231,20240426,038110,에코플라스틱,60
20231231,,073540,에프알텍,0
20231231,20240409,064850,에프앤가이드,180
20231231,20240422,383220,에프앤에프(신설),1700
20231231,20240423,007700,에프앤에프홀딩스,400
20231231,,214270,에프에스엔,0
20231231,20240426,036810,에프에스티,50
20231231,,173940,에프엔씨엔터테인먼트,0
20231231,20240416,083500,에프엔에스테크,80
20231231,,446440,에피바이오텍,0
20231231,,44644K,에피바이오텍 1우,0
20231231,,44644L,에피바이오텍 2우,0
20231231,,44644M,에피바이오텍 3우,0
20231231,,44644N,에피바이오텍 4우,0
20231231,,054940,엑사이엔씨,0
20231231,,950130,엑세스바이오 KDR,0
20231231,20240605,265770,엑센테크닉,0
20231231,,356680,엑스게이트,0
20231231,,070300,엑스큐어,0
20231231,,317770,엑스페릭스,0
20231231,,317870,엔바이오니아,0
20231231,,067570,엔브이에이치코리아,150
20231231,20240412,333620,엔시스,40
20231231,,101400,엔시트론,0
20231231,20240426,036570,엔씨소프트,3130
20231231,20240405,008260,엔아이스틸,125
20231231,20240402,138250,엔에스쇼핑,0
20231231,,224760,엔에스컴퍼니,0
20231231,,391060,엔에이치기업인수목적20호,0
20231231,,422040,엔에이치기업인수목적23호,0
20231231,,437780,엔에이치기업인수목적24호,0
20231231,,438580,엔에이치기업인수목적25호,0
20231231,,439410,엔에이치기업인수목적26호,0
20231231,,440820,엔에이치기업인수목적27호,0
20231231,,451700,엔에이치기업인수목적29호,0
20231231,,466910,엔에이치기업인수목적30호,0
20231231,20240426,181710,엔에이치엔,500
20231231,20240419,060250,엔에이치엔케이씨피,200
20231231,20240328,400760,엔에이치올원위탁관리부동산투자회사,150
20231231,20240422,265740,엔에프씨,40
20231231,,053290,엔이능률,0
20231231,,354200,엔젠바이오,0
20231231,,419080,엔젯,0
20231231,,093510,엔지브이아이보통주,0
20231231,,208860,엔지스테크널러지,0
20231231,,183490,엔지켐생명과학,0
20231231,,085310,엔케이,0
20231231,,348370,엔켐,0
20231231,,34837V,엔켐 10우,0
20231231,,34837T,엔켐 9우,0
20231231,,058450,엔터파트너즈,0
20231231,,069410,엔텔스,0
20231231,,227950,엔투텍,0
20231231,,291230,엔피,0
20231231,,198080,엔피디,0
20231231,20240404,004250,엔피씨,100
20231231,20240404,004255,엔피씨1우,105
20231231,20240423,048830,엔피케이,30
20231231,,096870,엘디티,0
20231231,,276240,엘리비젼,0
20231231,,376190,엘비루셈,0
20231231,20240412,309960,엘비인베스트먼트,200
20231231,20240419,079550,엘아이지넥스원,1950
20231231,20240412,290650,엘앤씨바이오,100
20231231,20240409,060370,엘에스마린솔루션,160
20231231,20240409,229640,엘에스에코에너지,200
20231231,20240411,010120,엘에스일렉트릭,2800
20231231,20240411,104230,엘에스전선,1000
20231231,,311060,엘에이티,0
20231231,20240411,011910,엘엑스판토스,19200
20231231,20240417,383800,엘엑스홀딩스,270
20231231,20240417,38380K,엘엑스홀딩스1우,280
20231231,20240426,073110,엘엠에스,200
20231231,20240419,064400,엘지씨엔에스,1520
20231231,20240419,037560,엘지헬로비전,120
20231231,,037950,엘컴텍,0
20231231,,170920,엘티씨,0
20231231,20240408,058630,엠게임,150
20231231,,086960,엠디에스테크,0
20231231,,058970,엠로,0
20231231,,019590,엠벤처투자,0
20231231,20240426,087690,엠쓰리모바일,0
20231231,20240415,097520,엠씨넥스,600
20231231,20240426,373170,엠아이큐브솔루션,200
20231231,20240415,179290,엠아이텍,80
20231231,20240426,009780,엠에스씨,100
20231231,20240429,123040,엠에스오토텍,75
20231231,,323230,엠에프엠코리아,0
20231231,20240415,046290,엠캐피탈,0
20231231,20240409,033160,엠케이전자,100
20231231,20240415,347890,엠투아이코퍼레이션,220
20231231,,033310,엠투엔,0
20231231,,03331K,엠투엔1우,0
20231231,20240411,403070,엠티오메가,0
20231231,20240419,259630,엠플러스,100
20231231,20240412,140720,여의시스템,100
20231231,20240424,054000,연합인포맥스,0
20231231,20240419,060850,영림원소프트랩,80
20231231,20240417,014440,영보화학,50
20231231,,143540,영우디에스피,0
20231231,20240417,111770,영원무역,1300
20231231,20240412,337730,영일프레시젼,16600
20231231,20240329,000670,영풍,10000
20231231,20240403,036560,영풍정밀,600
20231231,20240417,006740,영풍제지,40
20231231,20240412,012280,영화금속,20
20231231,20240419,265560,영화테크,80
20231231,,012160,영흥,0
20231231,,036000,예림당,0
20231231,,250930,예선테크,0
20231231,20240416,053280,예스이십사,200
20231231,20240405,015360,예스코홀딩스,2750
20231231,20240425,045060,오공,50
20231231,20240419,080520,오디텍,100
20231231,20240415,007310,오뚜기,9000
20231231,20240425,039830,오로라월드,150
20231231,,322310,오로스테크놀로지,0
20231231,20240422,014940,오리엔탈정공,50
20231231,,065500,오리엔트정공,0
20231231,20240416,271560,오리온,1250
20231231,20240417,001800,오리온홀딩스,750
20231231,,417860,오브젠,0
20231231,,352910,오비고,0
20231231,,053980,오상자이엘,0
20231231,20240415,036220,오상헬스케어,2000
20231231,,052420,오성첨단소재,0
20231231,20240425,241790,오션브릿지,200
20231231,,039200,오스코텍,0
20231231,,03920M,오스코텍 4우,0
20231231,,226400,오스테오닉,0
20231231,20240415,031510,오스템,50
20231231,20240404,138080,오이솔루션,100
20231231,,080580,오킨스전자,0
20231231,20240426,067170,오텍,100
20231231,,353590,오토앤,0
20231231,20240419,173130,오파스넷,100
20231231,,440320,오픈놀,0
20231231,,049480,오픈베이스,25
20231231,,394280,오픈엣지테크놀로지,0
20231231,,309930,오하임앤컴퍼니,0
20231231,,244460,올리패스,0
20231231,,24446K,올리패스 1우,0
20231231,,24446L,올리패스 2우,0
20231231,,24446M,올리패스 3우,0
20231231,,226950,올릭스,0
20231231,,22695K,올릭스 1우,0
20231231,,22695L,올릭스 2우,0
20231231,,057540,옴니시스템,0
20231231,20240419,131030,옵투스제약,100
20231231,,082210,옵트론텍,0
20231231,,08221K,옵트론텍2우,0
20231231,,08221L,옵트론텍3우,0
20231231,20240425,109080,옵티시스,100
20231231,,380540,옵티코어,0
20231231,,153710,옵티팜,0
20231231,,321820,와이더플래닛,0
20231231,,432430,와이랩,0
20231231,,338840,와이바이오로직스,0
20231231,,33884W,와이바이오로직스 11우,0
20231231,,33884X,와이바이오로직스 12우,0
20231231,20240426,057030,와이비엠넷,150
20231231,,112290,와이씨켐,0
20231231,,232140,와이아이케이,0
20231231,20240412,065530,와이어블,50
20231231,20240415,067900,와이엔텍,50
20231231,,007530,와이엠,0
20231231,20240415,155650,와이엠씨,200
20231231,20240415,273640,와이엠텍,180
20231231,,251370,와이엠티,0
20231231,,066430,와이오엠,0
20231231,,193250,와이제이엠게임즈,0
20231231,20240426,096250,와이즈넛,0
20231231,20240419,019210,와이지-원,280
20231231,20240419,01921S,와이지-원8우,280
20231231,20240419,01921T,와이지-원9우,280
20231231,,011690,와이투솔루션,0
20231231,,040300,와이티엔,0
20231231,,332570,와이팜,0
20231231,20240408,079000,와토스코리아,200
20231231,,070960,용평리조트,0
20231231,,403490,우듬지팜,0
20231231,,032820,우리기술,0
20231231,,115440,우리넷,0
20231231,,434780,우리로지스위탁관리부동산투자회사,0
20231231,20240419,43478K,우리로지스위탁관리부동산투자회사1우,0
20231231,,082850,우리바이오,0
20231231,20240422,215360,우리산업,165
20231231,20240422,072470,우리산업홀딩스,50
20231231,20240417,073560,우리손에프앤지농업회사법인,25
20231231,,037400,우리엔터프라이즈,0
20231231,20240412,083780,우리홈쇼핑,0
20231231,20240409,101170,우림피티에스,50
20231231,20240416,006980,우성,300
20231231,20240411,068560,우신공업,1240
20231231,20240426,017370,우신시스템,50
20231231,,103840,우양,0
20231231,20240422,065680,우주일렉트로닉스,150
20231231,20240412,105840,우진,150
20231231,,010400,우진아이엔에스,0
20231231,20240411,457550,우진엔텍,330
20231231,,016880,웅진,0
20231231,20240411,396470,워트,50
20231231,20240426,005820,원림,500
20231231,20240412,307280,원바이오젠,20
20231231,,032940,원익,0
20231231,20240423,104830,원익머트리얼즈,150
20231231,,240810,원익아이피에스,0
20231231,,014190,원익큐브,0
20231231,20240425,074600,원익큐엔씨,57
20231231,,217820,원익피앤이,0
20231231,,030530,원익홀딩스,0
20231231,20240408,012620,원일특강,220
20231231,20240426,382840,원준,200
20231231,20240426,336570,원텍,50
20231231,,376980,원티드랩,0
20231231,,122830,원포유,0
20231231,20240412,008370,원풍,220
20231231,,008290,원풍물산,0
20231231,20240426,101160,월덱스,60
20231231,,336060,웨이버스,0
20231231,,095270,웨이브일렉트로닉스,0
20231231,,065950,웰크론,0
20231231,,076080,웰크론한텍,0
20231231,,043590,웰킵스하이텍,0
20231231,,196700,웹스,0
20231231,20240416,069080,웹젠,300
20231231,20240424,053580,웹케시,100
20231231,20240416,044340,위닉스,300
20231231,20240426,330350,위더스제약,100
20231231,20240325,364360,위드네트웍스,0
20231231,,36436K,위드네트웍스1우,0
20231231,,348350,위드텍,0
20231231,,101730,위메이드맥스,0
20231231,,123420,위메이드플레이,0
20231231,20240425,065370,위세아이텍,150
20231231,20240419,024070,위스컴,50
20231231,20240408,042910,위즈네트,2500
20231231,,038620,위즈코프,0
20231231,,299900,위지윅스튜디오,0
20231231,,036090,위지트,0
20231231,20240405,136540,윈스,500
20231231,,320000,윈텍,0
20231231,20240417,192390,윈하이텍,60
20231231,,313760,윌링스,0
20231231,,008600,윌비스,0
20231231,,335870,윙스풋,0
20231231,20240419,014830,유니드,1600
20231231,,446070,유니드비티플러스,0
20231231,20240405,036200,유니셈,80
20231231,,018000,유니슨,0
20231231,20240417,000910,유니온,125
20231231,20240327,203450,유니온커뮤니티,70
20231231,,011330,유니켐,0
20231231,20240426,077500,유니퀘스트,200
20231231,20240405,011320,유니크,45
20231231,20240416,086390,유니테스트,150
20231231,,241690,유니테크노,0
20231231,20240418,142210,유니트론텍,100
20231231,,121060,유니포인트,0
20231231,20240416,048430,유라테크,190
20231231,20240531,388690,유런테크,244
20231231,,206650,유바이오로직스,0
20231231,20240418,089850,유비벨록스,280
20231231,20240422,032620,유비케어,60
20231231,20240412,264450,유비쿼스,510
20231231,20240412,078070,유비쿼스홀딩스,250
20231231,20240411,002920,유성기업,60
20231231,,024800,유성티엔에스,0
20231231,20240425,000700,유수홀딩스,350
20231231,20240426,054930,유신,750
20231231,,069330,유아이디,0
20231231,,435380,유안타제10호기업인수목적,0
20231231,,444920,유안타제11호기업인수목적,0
20231231,,446150,유안타제12호기업인수목적,0
20231231,,449020,유안타제13호기업인수목적,0
20231231,,450940,유안타제14호기업인수목적,0
20231231,,473050,유안타제15호기업인수목적,0
20231231,,430700,유안타제9호기업인수목적,0
20231231,20240426,003470,유안타증권,180
20231231,20240426,003475,유안타증권1우,230
20231231,20240424,263770,유에스티,100
20231231,,072130,유엔젤,0
20231231,,388720,유일로보틱스,0
20231231,,340930,유일에너테크,0
20231231,20240419,023410,유진기업,170
20231231,,468760,유진기업인수목적10호,0
20231231,,388800,유진기업인수목적7호,0
20231231,,413630,유진기업인수목적8호,0
20231231,,442130,유진기업인수목적9호,0
20231231,,056080,유진로봇,0
20231231,20240415,084370,유진테크,200
20231231,,240600,유진테크놀로지,0
20231231,20240412,221800,유투바이오,30
20231231,20240329,000100,유한양행,450
20231231,20240329,000105,유한양행1우,460
20231231,20240409,003460,유화증권,120
20231231,20240409,003465,유화증권1우,130
20231231,,191410,육일씨엔에쓰,0
20231231,,19141K,육일씨엔에쓰1우,0
20231231,20240426,372170,윤성에프앤씨,150
20231231,,146060,율촌,0
20231231,20240424,008730,율촌화학,250
20231231,,072770,율호,0
20231231,20240423,008250,이건산업,100
20231231,20240423,039020,이건홀딩스,50
20231231,20240423,039025,이건홀딩스1우,0
20231231,20240419,025820,이구산업,50
20231231,20240412,067920,이글루코퍼레이션,180
20231231,20240417,044960,이글벳,40
20231231,20240415,296640,이노룰스,60
20231231,,302430,이노메트리,0
20231231,,274400,이노시뮬레이션,0
20231231,,056090,이노시스,0
20231231,20240422,073490,이노와이어리스,350
20231231,20240412,344860,이노진,30
20231231,,088390,이녹스,0
20231231,20240419,272290,이녹스첨단소재,250
20231231,20240409,208760,이니스프리,28200
20231231,20240423,053350,이니텍,20
20231231,20240422,452400,이닉스,416
20231231,20240415,041520,이라이콤,300
20231231,20240424,264850,이랜시스,50
20231231,20240412,054210,이랜텍,80
20231231,20240412,05421K,이랜텍1우,80
20231231,,164060,이루다,0
20231231,,065440,이루온,0
20231231,20240329,088260,이리츠코크렙기업구조조정부동산투자회사,204
20231231,,115610,이미지스테크놀로지,0
20231231,,131400,이브이첨단소재,0
20231231,,351330,이삭엔지니어링,0
20231231,20240416,080010,이상네트웍스,100
20231231,,379390,이성씨엔아이,0
20231231,,37939K,이성씨엔아이 1우,0
20231231,,457190,이수스페셜티케미컬,0
20231231,,086890,이수앱지스,0
20231231,20240418,007660,이수페타시스,100
20231231,,005950,이수화학,0
20231231,,047560,이스트소프트,0
20231231,,093230,이아이디,0
20231231,20240409,386810,이알지서비스,1100
20231231,,341310,이앤에치,0
20231231,,418620,이에이트,0
20231231,,41862K,이에이트 1우,0
20231231,20240419,102710,이엔에프테크놀로지,50
20231231,,074610,이엔플러스,0
20231231,20240425,063760,이엘피,50
20231231,20240418,123570,이엠넷,50
20231231,,278990,이엠비,0
20231231,,095190,이엠코리아,0
20231231,20240416,091120,이엠텍,100
20231231,,232530,이엠티,0
20231231,20240423,102460,이연제약,150
20231231,20240415,039030,이오테크닉스,450
20231231,,245620,이원다이애그노믹스,0
20231231,,088290,이원컴포텍,0
20231231,,084680,이월드,0
20231231,,181340,이즈미디어,0
20231231,20240415,232150,이지메디컴,0
20231231,20240416,353810,이지바이오,100
20231231,20240405,350520,이지스레지던스위탁관리부동산투자회사,133
20231231,20240412,139150,이지스자산운용,0
20231231,20240412,377330,이지트로닉스,120
20231231,20240419,035810,이지홀딩스,120
20231231,,160600,이큐셀,0
20231231,20240419,092130,이크레더블,780
20231231,,096040,이트론,0
20231231,,134060,이퓨쳐,0
20231231,,001840,이화공영,0
20231231,,024810,이화전기공업,0
20231231,,014990,인디에프,0
20231231,20240412,041830,인바디,350
20231231,,352940,인바이오,0
20231231,,216400,인바이츠바이오코아,0
20231231,,21640L,인바이츠바이오코아2우,0
20231231,,079950,인베니아,0
20231231,,389470,인벤티지랩,0
20231231,,38947K,인벤티지랩 1우,0
20231231,20240405,277410,인산가,50
20231231,,060150,인선ENT,0
20231231,,033230,인성정보,0
20231231,,450520,인스웨이브시스템즈,0
20231231,,006490,인스코비,0
20231231,20240426,037330,인지디스플레이,50
20231231,20240426,100030,인지소프트,728
20231231,20240222,417460,인지이솔루션,350
20231231,20240426,023800,인지컨트롤스,200
20231231,20240327,034590,인천도시가스,1250
20231231,20240418,211050,인카금융서비스,350
20231231,,083640,인콘,0
20231231,20240423,216050,인크로스,321
20231231,20240426,049070,인탑스,185
20231231,20240419,119610,인터로조,600
20231231,20240411,129260,인터지스,100
20231231,20240412,189300,인텔리안테크놀로지스,100
20231231,,150840,인트로메딕,0
20231231,20240416,048530,인트론바이오테크놀로지,100
20231231,20240426,023810,인팩,180
20231231,,175140,인포마크,0
20231231,20240402,115310,인포바인,900
20231231,20240416,039290,인포뱅크,50
20231231,,071200,인피니트헬스케어,0
20231231,20240401,101930,인화정공,2250
20231231,20240419,000230,일동홀딩스,100
20231231,,013360,일성건설,0
20231231,,013365,일성건설1우,0
20231231,20240411,003120,일성아이에스,1500
20231231,,333430,일승,0
20231231,20240412,068330,일신바이오베이스,7
20231231,20240405,003200,일신방직,100
20231231,,007110,일신석재,0
20231231,20240419,007570,일양약품,150
20231231,20240419,007575,일양약품1우,175
20231231,,178780,일월지엠엘,0
20231231,,008500,일정실업,0
20231231,20240408,019540,일지테크,100
20231231,20240417,081000,일진다이아몬드,300
20231231,,020760,일진디스플레이,0
20231231,20240418,103590,일진전기,220
20231231,20240412,094820,일진파워,330
20231231,20240419,015860,일진홀딩스,150
20231231,20240411,226320,잇츠한불,150
20231231,20240423,950140,잉글우드랩 KDR,0
20231231,,049550,잉크테크,0
20231231,,389020,자람테크놀로지,0
20231231,,254120,자비스,0
20231231,,043910,자연과환경,0
20231231,,234920,자이글,0
20231231,20240423,317400,자이에스앤디(주),150
20231231,20240423,31740K,자이에스앤디1우,150
20231231,,033240,자화전자,0
20231231,,049630,재영솔루텍,0
20231231,,417840,저스템,0
20231231,,000950,전방,0
20231231,,110020,전진바이오팜,0
20231231,20240416,208140,정다운,300
20231231,20240418,040420,정상제이엘에스,530
20231231,20240412,060080,제4기한국,0
20231231,,217190,제너셈,0
20231231,20240423,134450,제네웰,500
20231231,,095700,제넥신,0
20231231,20240419,361390,제노코,50
20231231,,187420,제노포커스,0
20231231,,18742P,제노포커스5우,0
20231231,,123330,제닉,0
20231231,20240412,159580,제로투세븐,50
20231231,20240412,147830,제룡산업,200
20231231,20240412,033100,제룡전기,500
20231231,20240417,079370,제우스,100
20231231,20240426,234080,제이더블유생명과학,500
20231231,20240426,001060,제이더블유중외제약,400
20231231,20240426,001065,제이더블유중외제약1우,425
20231231,20240426,001067,제이더블유중외제약2우,400
20231231,20240426,00106N,제이더블유중외제약6우,400
20231231,20240426,096760,제이더블유홀딩스,105
20231231,20240409,054950,제이브이엠,400
20231231,,023440,제이스코홀딩스,0
20231231,20240418,090470,제이스텍,50
20231231,,287410,제이시스메디칼,0
20231231,20240416,137950,제이씨케미칼,150
20231231,,033320,제이씨현시스템,0
20231231,20240412,348950,제이알글로벌위탁관리부동산투자회사,195
20231231,20240409,194370,제이에스코퍼레이션,550
20231231,20240423,026040,제이에스티나,100
20231231,,452160,제이엔비,0
20231231,,126880,제이엔케이히터,0
20231231,,322510,제이엘케이,0
20231231,,254160,제이엠멀티,0
20231231,,033050,제이엠아이,0
20231231,20240423,094970,제이엠티,50
20231231,,418550,제이오,0
20231231,20240425,078830,제이오텍,0
20231231,20240425,035900,제이와이피엔터테인먼트,574
20231231,,025620,제이준코스메틱,0
20231231,20240405,084890,제이타워,750
20231231,,420570,제이투케이바이오,0
20231231,,089790,제이티,0
20231231,20240419,030000,제일기획,1110
20231231,,052670,제일바이오,0
20231231,20240418,271980,제일약품(신설),50
20231231,20240412,001560,제일연마공업,300
20231231,20240426,199820,제일전기공업,200
20231231,20240419,038010,제일테크노스,180
20231231,20240418,002620,제일파마홀딩스,50
20231231,,080220,제주반도체,0
20231231,,089590,제주항공,0
20231231,,216080,제테마,0
20231231,,082270,젬백스&카엘,0
20231231,,064800,젬백스링크,0
20231231,20240409,004910,조광페인트,200
20231231,,001550,조비,0
20231231,,462520,조선내화,0
20231231,20240422,120030,조선선재,500
20231231,,034940,조아제약,0
20231231,,018470,조일알미늄,0
20231231,20240419,002600,조흥,6000
20231231,20240405,185750,종근당,1100
20231231,,063160,종근당바이오,0
20231231,20240405,001630,종근당홀딩스,1400
20231231,,033340,좋은사람들,0
20231231,20240412,036930,주성엔지니어링,50
20231231,,109070,주성코퍼레이션,0
20231231,,109075,주성코퍼레이션1우,0
20231231,20240402,082650,준인터,0
20231231,,239340,줌인터넷,0
20231231,20240419,072020,중앙백신연구소,150
20231231,20240419,000440,중앙에너비스,320
