배정기준일,현금배당지급일,종목코드,종목명,주당배당금
20231231,20240425,089860,롯데렌탈(주),1200
20231231,,000400,롯데손해보험,0
20231231,20240425,023530,롯데쇼핑,3800
20231231,20240423,020150,롯데에너지머티리얼즈,200
20231231,20240419,280360,롯데웰푸드,3000
20231231,20240326,330590,롯데위탁관리부동산투자회사,95.62617871
20231231,20240419,004000,롯데정밀화학,2000
20231231,20240419,286940,롯데정보통신,1000
20231231,20240426,004990,롯데지주,1500
20231231,20240426,00499K,롯데지주1우,1550
20231231,20240419,005300,롯데칠성음료,3400
20231231,20240419,005305,롯데칠성음료1우,3405
20231231,20240425,011170,롯데케미칼,3500
20231231,,071840,롯데하이마트,300
20231231,,038060,루멘스,0
20231231,,162120,루켄테크놀러지스,0
20231231,,253610,루트락,0
20231231,20240424,058470,리노공업,3000
20231231,,019570,리더스기술투자,0
20231231,,016100,리더스코스메틱,0
20231231,20240423,012700,리드코프,200
20231231,20240415,080070,리드팜,20
20231231,,302550,리메드,0
20231231,,073570,리튬포어스,0
20231231,,377450,리파인,0
20231231,20240415,277070,린드먼아시아인베스트먼트,43
20231231,20240426,042500,링네트,100
20231231,,439090,마녀공장,0
20231231,,027740,마니커,0
20231231,,195500,마니커에프앤지,0
20231231,,377480,마음에이아이,0
20231231,,305090,마이크로디지탈,0
20231231,,30509L,마이크로디지탈2우,0
20231231,,448780,마이크로엔엑스,0
20231231,,44878K,마이크로엔엑스 1우,0
20231231,,44878L,마이크로엔엑스 2우,0
20231231,,44878M,마이크로엔엑스 3우,0
20231231,,44878N,마이크로엔엑스 4우,0
20231231,20240418,098120,마이크로컨텍솔루션,80
20231231,,424980,마이크로투나노,0
20231231,20240425,038290,마크로젠,300
20231231,20240425,044320,매경닷컴,250
20231231,20240419,078060,매일방송,50
20231231,20240416,267980,매일유업,1200
20231231,20240416,005990,매일홀딩스,200
20231231,20240416,093520,매커스,150
20231231,,377030,맥스트,0
20231231,20240229,088980,맥쿼리한국인프라투융자회사,390
20231231,,179720,머니무브,0
20231231,,100590,머큐리,0
20231231,20240419,067280,멀티캠퍼스,1600
20231231,20240412,072870,메가스터디,850
20231231,20240411,215200,메가스터디교육,2000
20231231,,133750,메가엠디,0
20231231,20240426,102600,메가젠임플란트,0
20231231,,446540,메가터치,0
20231231,,200580,메디쎄이,0
20231231,,20058M,메디쎄이3우,0
20231231,20240418,041920,메디아나,25
20231231,,014100,메디앙스,0
20231231,,249680,메디오젠,0
20231231,20240425,24968K,메디오젠1우,0
20231231,20240425,24968L,메디오젠2우,0
20231231,20240425,24968M,메디오젠3우,0
20231231,,236340,메디젠휴먼케어,0
20231231,,23634V,메디젠휴먼케어 10우,0
20231231,,23634T,메디젠휴먼케어 9우,0
20231231,,23634L,메디젠휴먼케어2우,0
20231231,,23634M,메디젠휴먼케어3우,0
20231231,,23634N,메디젠휴먼케어4우,0
20231231,,23634P,메디젠휴먼케어5우,0
20231231,,23634Q,메디젠휴먼케어6우,0
20231231,,23634R,메디젠휴먼케어7우,0
20231231,,23634S,메디젠휴먼케어8우,0
20231231,,054180,메디콕스,0
20231231,,086900,메디톡스,0
20231231,,08690K,메디톡스 3우,0
20231231,,08690L,메디톡스 4우,0
20231231,,078160,메디포스트,0
20231231,,07816K,메디포스트 1우,0
20231231,,065650,메디프론디비티,0
20231231,,06565K,메디프론디비티 1우,0
20231231,20240405,138040,메리츠금융지주,2360
20231231,20240419,408920,메쎄이상,50
20231231,,140410,메지온,0
20231231,,241770,메카로,0
20231231,,090370,메타랩스,0
20231231,20240415,059210,메타바이오메드,20
20231231,20240419,005360,모나미,50
20231231,,434480,모니터랩,0
20231231,,43448K,모니터랩 1우,0
20231231,,080420,모다이노칩,0
20231231,20240409,417970,모델솔루션,40
20231231,20240418,080160,모두투어네트워크,250
20231231,,087260,모바일어플라이언스,0
20231231,20240411,101330,모베이스,70
20231231,,012860,모베이스전자,0
20231231,,363260,모비데이즈,0
20231231,,348030,모비릭스,0
20231231,,250060,모비스,0
20231231,,288980,모아데이타,0
20231231,20240426,333050,모코엠시스,14
20231231,20240408,009680,모토닉,450
20231231,,118990,모트렉스,0
20231231,,006920,모헨즈,0
20231231,,320340,무궁화신탁,0
20231231,20240418,32034L,무궁화신탁2우,0
20231231,20240418,32034M,무궁화신탁3우,0
20231231,20240418,32034N,무궁화신탁4우,0
20231231,20240418,32034R,무궁화신탁7우,0
20231231,20240418,32034S,무궁화신탁8우,0
20231231,,038340,무궁화인포메이션테크놀로지,0
20231231,20240405,001810,무림에스피,10
20231231,20240405,009200,무림페이퍼,75
20231231,20240405,009580,무림피앤피,100
20231231,20240415,033920,무학,230
20231231,20240405,008420,문배철강,50
20231231,,279600,미디어젠,0
20231231,,254490,미래반도체,0
20231231,,218150,미래생명자원,0
20231231,20240229,094800,미래에셋맵스아시아퍼시픽부동산공모1호투자회사,265
20231231,,100790,미래에셋벤처투자,0
20231231,,446190,미래에셋비전기업인수목적2호,0
20231231,,208890,미래엔에듀파트너,0
20231231,20240423,049950,미래컴퍼니,100
20231231,20240415,308940,미성이앤씨,5000
20231231,,207760,미스터블루,0
20231231,20240409,002840,미원상사,1000
20231231,20240404,268280,미원스페셜티케미칼(신설),1400
20231231,20240412,107590,미원홀딩스,700
20231231,20240329,134380,미원화학,2000
20231231,,351020,미쥬,0
20231231,20240424,003650,미창석유공업,2800
20231231,,059090,미코,0
20231231,20240426,402350,미코세라믹스,0
20231231,,201490,미투온,0
20231231,,418470,밀리의서재,0
20231231,20240409,191390,바디프랜드,0
20231231,,018700,바른손,0
20231231,,035620,바른손이앤에이,0
20231231,,354390,바스칸바이오제약,0
20231231,,053030,바이넥스,0
20231231,,301300,바이브컴퍼니,0
20231231,,314930,바이오다인,0
20231231,,208710,바이오로그디바이스,0
20231231,,038460,바이오스마트,0
20231231,20240415,298210,바이오스펙트럼,60
20231231,,251120,바이오에프디엔씨,0
20231231,20240415,199730,바이오인프라,600
20231231,,266470,바이오인프라생명과학,0
20231231,,26647L,바이오인프라생명과학 2우,0
20231231,,26647M,바이오인프라생명과학 3우,0
20231231,,26647N,바이오인프라생명과학 4우,0
20231231,,26647K,바이오인프라생명과학1우,0
20231231,,289170,바이오텐,0
20231231,,28917K,바이오텐1우,0
20231231,,28917L,바이오텐2우,0
20231231,,086040,바이오톡스텍,0
20231231,,086049,바이오톡스텍3우,0
20231231,,199290,바이오프로테크,0
20231231,,19929V,바이오프로테크 10우,0
20231231,,19929W,바이오프로테크 11우,0
20231231,,19929X,바이오프로테크 12우,0
20231231,,19929Y,바이오프로테크 13우,0
20231231,,19929T,바이오프로테크 9우,0
20231231,,19929P,바이오프로테크5우,0
20231231,,19929Q,바이오프로테크6우,0
20231231,,19929R,바이오프로테크7우,0
20231231,,19929S,바이오프로테크8우,0
20231231,20240409,099430,바이오플러스,70
20231231,20240409,09943N,바이오플러스 4우,70
20231231,,032980,바이온,0
20231231,,308080,바이젠셀,0
20231231,20240418,043150,바텍,100
20231231,,323990,박셀바이오,0
20231231,20240423,001340,백광산업,60
20231231,20240412,046310,백금티앤에이,80
20231231,20240409,035150,백산,200
20231231,,331520,밸로프,0
20231231,,438700,버넥트,0
20231231,,066410,버킷스튜디오,0
20231231,,06641K,버킷스튜디오1우,0
20231231,,06641L,버킷스튜디오2우,0
20231231,,002410,범양건영,0
20231231,,382900,범한퓨얼셀,0
20231231,,206400,베노티앤알,0
20231231,20240416,019010,베뉴지,30
20231231,,299910,베스파,0
20231231,20240422,443630,벨락,1050
20231231,20240422,44363K,벨락1우,1050
20231231,,424760,벨로크,0
20231231,20240412,007210,벽산,60
20231231,20240417,225530,보광산업,150
20231231,20240422,250000,보라티알,250
20231231,20240419,002760,보락,5
20231231,20240424,003850,보령,100
20231231,,006910,보성파워텍,0
20231231,20240417,411160,보이스아이,0
20231231,,000890,보해양조,0
20231231,,000895,보해양조1우,0
20231231,,226340,본느,0
20231231,,206950,볼빅,0
20231231,,20695X,볼빅 12우,0
20231231,,20695V,볼빅10우,0
20231231,,20695N,볼빅4우,0
20231231,,20695S,볼빅8우,0
20231231,,20695T,볼빅9우,0
20231231,,003000,부광약품,0
20231231,20240417,026940,부국철강,75
20231231,,014470,부방,0
20231231,20240426,011390,부산산업,250
20231231,20240403,008470,부스타,60
20231231,20240409,228350,불스원,0
20231231,,338220,뷰노,0
20231231,,33822L,뷰노 2우,0
20231231,20240412,100120,뷰웍스,350
20231231,,406820,뷰티스킨,0
20231231,20240416,099390,브레인즈컴퍼니,60
20231231,20240412,064480,브리지텍,150
20231231,,28833Z,브릿지바이오 14우,0
20231231,,288330,브릿지바이오테라퓨틱스,0
20231231,,28833A,브릿지바이오테라퓨틱스 15우,0
20231231,,28833B,브릿지바이오테라퓨틱스 16우,0
20231231,,365900,브이씨,0
20231231,20240422,251630,브이원텍,100
20231231,,018290,브이티,0
20231231,20240425,346150,브이피,1349
20231231,,044480,블레이드엔터테인먼트,0
20231231,20240417,056070,블루버드,710
20231231,,439580,블루엠텍,0
20231231,,033560,블루콤,0
20231231,,191600,블루탑,0
20231231,,369370,블리츠웨이,0
20231231,,126340,비나텍,0
20231231,,121800,비덴트,0
20231231,,148140,비디아이,0
20231231,,082800,비보존제약,0
20231231,20240419,318410,비비씨,400
20231231,,002070,비비안,0
20231231,,100220,비상교육,0
20231231,,419540,비스토스,0
20231231,,146320,비씨엔씨,0
20231231,20240424,200780,비씨월드제약,100
20231231,20240426,031320,비씨카드,1500
20231231,,413640,비아이매트릭스,0
20231231,20240419,090460,비에이치,250
20231231,,445360,비엔케이제1호기업인수목적,0
20231231,,473370,비엔케이제2호기업인수목적,0
20231231,,142760,비엘,0
20231231,20240408,086670,비엠티,250
20231231,20240419,335890,비올,18
20231231,,138580,비즈니스온커뮤니케이션,0
20231231,20240412,027410,비지에프,120
20231231,20240412,282330,비지에프리테일(신설),4100
20231231,20240418,126600,비지에프에코머티리얼즈,70
20231231,20240412,082920,비츠로셀,250
20231231,,054220,비츠로시스,0
20231231,20240405,042370,비츠로테크,50
20231231,,050090,비케이홀딩스,0
20231231,,357880,비트나인,0
20231231,20240417,032850,비트컴퓨터,62
20231231,,148780,비플라이소프트,0
20231231,,238200,비피도,0
20231231,20240412,093190,빅솔론,200
20231231,,065450,빅텍,0
20231231,,210120,빅토리콘텐츠,0
20231231,20240405,005180,빙그레,2600
20231231,20240412,072950,빛샘전자,70
20231231,,266170,뿌리깊은나무들,0
20231231,,26617K,뿌리깊은나무들1우,0
20231231,,26617M,뿌리깊은나무들3우,0
20231231,20240405,143240,사람인,500
20231231,20240418,003960,사조대림,350
20231231,20240418,003965,사조대림1우,400
20231231,20240418,008040,사조동아원,15
20231231,20240418,007160,사조산업,200
20231231,,014710,사조씨푸드,0
20231231,20240418,006090,사조오양,200
20231231,,452430,사피엔반도체,0
20231231,20240423,419120,산돌,180
20231231,20240426,008270,산은캐피탈,0
20231231,20240425,388740,삼광랩트리,0
20231231,,014970,삼륭물산,75
20231231,20240426,018310,삼목에스폼,300
20231231,,012210,삼미금속,0
20231231,20240426,053700,삼보모터스,50
20231231,,009620,삼보산업,0
20231231,20240426,023600,삼보판지,310
20231231,20240419,006400,삼성SDI,1000
20231231,20240419,006405,삼성SDI1우,1050
20231231,20240426,006660,삼성공조,60
20231231,,425290,삼성기업인수목적6호,0
20231231,,439250,삼성기업인수목적7호,0
20231231,,448740,삼성기업인수목적8호,0
20231231,20240412,028260,삼성물산,2550
20231231,20240412,02826K,삼성물산1우,2600
20231231,20240419,032830,삼성생명보험,3700
20231231,20240419,018260,삼성에스디에스,2700
20231231,20240419,009150,삼성전기,1150
20231231,20240419,009155,삼성전기1우,1200
20231231,20240419,005930,삼성전자,361
20231231,20240419,005935,삼성전자1우,362
20231231,,001360,삼성제약,0
20231231,,010140,삼성중공업,0
20231231,,010145,삼성중공업1우,0
20231231,20240412,016360,삼성증권,2200
20231231,20240412,068290,삼성출판사,200
20231231,20240415,006110,삼아알미늄,100
20231231,20240415,374310,삼아인터내셔날,3000
20231231,20240412,009300,삼아제약,750
20231231,20240402,145990,삼양사,1750
20231231,20240402,145995,삼양사1우,1800
20231231,20240423,003230,삼양식품,1100
20231231,20240415,225190,삼양옵틱스,50
20231231,20240403,002170,삼양통상,1500
20231231,20240402,272550,삼양패키징,500
20231231,20240405,000070,삼양홀딩스,3500
20231231,20240405,000075,삼양홀딩스1우,3550
20231231,20240426,003720,삼영,20
20231231,20240416,002810,삼영무역,600
20231231,,361670,삼영에스앤씨,0
20231231,20240405,054540,삼영엠텍,100
20231231,20240419,005680,삼영전자공업,300
20231231,20240418,023000,삼원강재,110
20231231,20240416,072540,삼원에스앤디,75
20231231,20240418,004380,삼익THK,100
20231231,20240423,002450,삼익악기,50
20231231,20240418,032280,삼일,30
20231231,20240425,002290,삼일기업공사,175
20231231,20240412,009770,삼정펄프,1000
20231231,20240419,037460,삼지전자,450
20231231,20240418,032750,삼진,70
20231231,,054090,삼진엘앤디,0
20231231,20240415,005500,삼진제약,800
20231231,,000250,삼천당제약,0
20231231,,024950,삼천리자전거,0
20231231,20240424,038500,삼표시멘트,100
20231231,20240401,017480,삼현철강,300
20231231,20240411,010960,삼호개발,190
20231231,,046390,삼화네트웍스,0
20231231,20240415,004450,삼화왕관,700
20231231,20240419,009470,삼화전기,300
20231231,20240419,001820,삼화콘덴서공업,500
20231231,20240423,000390,삼화페인트공업,400
20231231,,027580,상보,0
20231231,,101000,상상인인더스트리,0
20231231,,415580,상상인제3호기업인수목적,0
20231231,,452670,상상인제4호기업인수목적,0
20231231,20240419,041650,상신브레이크,110
20231231,20240426,091580,상신이디피,120
20231231,20240412,089980,상아프론테크,200
20231231,,042940,상지카일룸,0
20231231,20240409,075180,새론오토모티브,140
20231231,20240419,107600,새빗켐,200
20231231,,411080,샌즈랩,0
20231231,,252990,샘씨엔에스,0
20231231,20240412,007540,샘표,200
20231231,20240412,248170,샘표식품,200
20231231,20240426,038070,서린바이오사이언스,100
20231231,20240419,006730,서부티엔디,50
20231231,,079650,서산,0
20231231,20240419,100660,서암기계공업,35
20231231,20240424,007860,서연,150
20231231,,200880,서연이화,200
20231231,20240415,019770,서연탑메탈,65
20231231,20240426,279000,서울개인택시복지법인,0
20231231,20240403,017390,서울도시가스,2250
20231231,20240412,046890,서울반도체,136
20231231,,063170,서울옥션,0
20231231,,027040,서울전자통신,0
20231231,,021050,서원,0
20231231,20240409,093920,서원인텍,400
20231231,,189860,서전기전,0
20231231,,178320,서진시스템,0
20231231,,122690,서진오토모티브,0
20231231,20240425,070340,서진캠,0
20231231,20240415,140070,서플러스글로벌,30
20231231,20240417,011370,서한,30
20231231,20240412,065710,서호전기,1000
20231231,20240405,008490,서흥,100
20231231,20240412,035890,서희건설,45
20231231,,357550,석경에이티,0
20231231,20240419,003100,선광,400
20231231,,007610,선도전기,0
20231231,20240411,067370,선바이오,75
20231231,,171090,선익시스템,0
20231231,20240419,136490,선진,100
20231231,20240430,086710,선진뷰티사이언스,40
20231231,20240423,014620,성광벤드,150
20231231,20240419,037350,성도이엔지,100
20231231,,014910,성문전자,0
20231231,,014915,성문전자1우,0
20231231,20240416,003080,성보화학,135
20231231,20240417,004980,성신양회,350
20231231,20240417,004985,성신양회1우,400
20231231,,011300,성안,0
20231231,,081580,성우전자,0
20231231,,045300,성우테크론,0
20231231,20240416,015750,성우하이텍,150
20231231,,365340,성일하이텍,0
20231231,20240418,080470,성창오토텍,50
20231231,,043260,성호전자,0
20231231,,002420,세기상사,0
20231231,,188260,세니젠,0
20231231,,053060,세동,0
20231231,,340440,세림비앤지,0
20231231,,34044L,세림비앤지2우,0
20231231,20240425,042380,세메스,250
20231231,20240403,017510,세명전기공업,70
20231231,20240419,004360,세방,300
20231231,20240419,004365,세방1우,305
20231231,20240411,004490,세방전지,700
20231231,20240404,011560,세보엠이씨,550
20231231,,396300,세아메카닉스,0
20231231,20240416,427080,세아베스틸,0
20231231,20240417,001430,세아베스틸지주,1200
20231231,20240412,306200,세아제강(신설),8000
20231231,20240426,003030,세아제강지주,2000
20231231,20240419,019440,세아특수강,1000
20231231,20240419,058650,세아홀딩스,4000
20231231,20240412,336710,세안,0
20231231,,013000,세우글로벌,0
20231231,,013005,세우글로벌1우,0
20231231,20240412,100700,세운메디칼,70
20231231,20240426,024830,세원물산,100
20231231,,091090,세원이앤씨,0
20231231,20240419,067830,세이브존아이앤씨,30
20231231,20240329,107870,세일이엔에스보통주,0
20231231,20240409,033530,세종공업,150
20231231,,036630,세종텔레콤,0
20231231,,039310,세중,0
20231231,20240426,075580,세진중공업,200
20231231,20240423,053450,세코닉스,100
20231231,20240423,252500,세화피앤씨,17
20231231,,321370,센서뷰,0
20231231,,347000,센코,0
20231231,,34700K,센코 1우,0
20231231,,331920,셀레믹스,0
20231231,,049180,셀루메드,0
20231231,,299660,셀리드,0
20231231,,268600,셀리버리,0
20231231,,26860R,셀리버리 7우,0
20231231,,26860S,셀리버리 8우,0
20231231,,26860T,셀리버리 9우,0
20231231,,108860,셀바스에이아이,0
20231231,,208370,셀바스헬스케어,0
20231231,,318160,셀바이오휴먼텍,0
20231231,20240423,068270,셀트리온,500
20231231,,068760,셀트리온제약,0
20231231,,290690,소룩스,0
20231231,,950200,소마젠 KDR,0
20231231,,032680,소프트센,0
20231231,,032685,소프트센1우,0
20231231,,032687,소프트센2우,0
20231231,,258790,소프트캠프,0
20231231,,043100,솔고바이오메디칼,0
20231231,20240426,336370,솔루스첨단소재,100
20231231,20240426,33637K,솔루스첨단소재1우,101
20231231,20240426,33637L,솔루스첨단소재2우,100
20231231,,248070,솔루엠,0
20231231,,035610,솔본,0
20231231,20240419,357780,솔브레인,2000
20231231,20240419,036830,솔브레인홀딩스,200
20231231,20240429,145730,솔젠트,0
20231231,,304100,솔트룩스,0
20231231,,328380,솔트웨어,0
20231231,20240409,004430,송원산업,250
20231231,,086980,쇼박스,0
20231231,20240417,050960,수산아이앤티,125
20231231,20240418,126720,수산인더스트리,800
20231231,20240424,017550,수산중공업,10
20231231,20240424,017555,수산중공업1우,15
20231231,,084180,수성웹툰,0
20231231,,253840,수젠텍,0
20231231,,25384X,수젠텍12우,0
20231231,,298830,슈어소프트테크,0
20231231,,236200,슈프리마,0
20231231,,094840,슈프리마에이치큐,0
20231231,,424960,스마트레이더시스템,0
20231231,20240425,057160,스마트로,500
20231231,,099440,스맥,0
20231231,,033790,스카이문스테크놀로지,0
20231231,,276040,스코넥엔터테인먼트,0
20231231,,159910,스킨앤스킨,0
20231231,20240426,204210,스타자기관리부동산투자회사,961
20231231,,115570,스타플렉스,0
20231231,20240418,330730,스톤브릿지벤처스,300
20231231,20240425,352090,스톰테크,300
20231231,,415380,스튜디오삼익,0
20231231,20240412,026890,스틱인베스트먼트,250
20231231,20240412,245030,스페이스솔루션,0
20231231,,203690,스피어파워,0
20231231,,20369K,스피어파워 1우,0
20231231,20240412,049830,승일,85
20231231,20240412,020710,시공테크,80
20231231,,033170,시그네틱스,0
20231231,,025320,시노펙스,0
20231231,20240417,134790,시디즈,500
20231231,20240328,000480,시알홀딩스,410
20231231,20240328,000480,시알홀딩스,410
20231231,,429270,시지트로닉스,0
20231231,20240416,131090,시큐브,25
20231231,,232830,시큐센,0
20231231,20240419,066290,시큐아이,400
20231231,20240416,016590,신대양제지,150
20231231,,290520,신도기연,0
20231231,20240418,029530,신도리코,1500
20231231,20240412,004970,신라교역,500
20231231,,001000,신라섬유,0
20231231,,025870,신라에스지,0
20231231,20240422,065350,신성델타테크,120
20231231,20240423,416180,신성에스티,200
20231231,,011930,신성이엔지,0
20231231,20240419,004170,신세계,4000
20231231,20240422,037090,신세계센트럴시티,271
20231231,20240416,035510,신세계아이앤씨,350
20231231,20240419,031430,신세계인터내셔날,400
20231231,20240425,006880,신송홀딩스,120
20231231,20240425,162300,신스틸,19
20231231,,290560,신시웨이,0
20231231,20240419,002800,신신제약,60
20231231,20240418,005800,신영와코루,150
20231231,,472220,신영해피투모로우제10호기업인수목적,0
20231231,,419270,신영해피투모로우제7호기업인수목적,0
20231231,,430220,신영해피투모로우제8호기업인수목적,0
20231231,,445970,신영해피투모로우제9호기업인수목적,0
20231231,20240419,009270,신원,70
20231231,20240419,009275,신원1우,75
20231231,,017000,신원종합개발,0
20231231,20240417,002700,신일전자,15
20231231,20240416,012790,신일제약,170
20231231,20240408,138070,신진에스엠,50
20231231,,226330,신테카바이오,0
20231231,20240411,002870,신풍,20
20231231,20240329,404990,신한서부티엔디위탁관리부동산투자회사,140
20231231,,418210,신한제10호기업인수목적,0
20231231,,452980,신한제11호기업인수목적,0
20231231,,393360,신한제8호기업인수목적,0
20231231,,405640,신한제9호기업인수목적,0
20231231,20240418,001770,신화다이나믹스,100
20231231,,056700,신화인터텍,0
20231231,20240426,187270,신화콘텍,50
20231231,20240416,004080,신흥,140
20231231,20240419,243840,신흥에스이씨,430
20231231,20240419,24384K,신흥에스이씨 1우,430
20231231,,257720,실리콘투,0
20231231,20240416,058210,실크로드시앤티,0
20231231,20240424,222800,심텍,160
20231231,20240426,036710,심텍홀딩스,10
20231231,20240426,03671L,심텍홀딩스 8우,10
20231231,20240419,009160,심팩,100
20231231,20240405,160980,싸이맥스,350
20231231,20240423,052700,싸이버로지텍,500
20231231,20240426,356890,싸이버원,50
20231231,,102280,쌍방울,0
20231231,20240426,003410,쌍용씨앤이,70
20231231,20240426,004770,써니전자,30
20231231,,217320,썬테크,0
20231231,,21732K,썬테크1우,0
20231231,,208640,썸에이지,0
20231231,,222420,쎄노텍,0
20231231,20240418,037760,쎄니트,40
20231231,20240426,099320,쎄트렉아이,150
20231231,20240426,099325,쎄트렉아이1우,0
20231231,20240403,049960,쎌바이오텍,450
20231231,,088280,쏘닉스,0
20231231,,403550,쏘카,0
20231231,20240426,050890,쏠리드,50
20231231,20240409,067670,씨맥스커뮤니케이션즈,400
20231231,20240415,073960,씨브이네트,0
20231231,,109670,씨싸이트,0
20231231,,222080,씨아이에스,0
20231231,,004920,씨아이테크,0
20231231,,236030,씨알푸드,0
20231231,,23603K,씨알푸드1우,0
20231231,,23603L,씨알푸드2우,0
20231231,,103660,씨앗,0
20231231,,10366W,씨앗 11우,0
20231231,,023460,씨앤에이치,0
20231231,,065770,씨에스,0
20231231,,083660,씨에스에이코스믹,0
20231231,20240409,112610,씨에스윈드,500
20231231,20240422,000590,씨에스홀딩스,500
20231231,,115530,씨엔플러스,0
20231231,20240422,037340,씨엘인터내셔널,0
20231231,20240415,297440,씨엠디엘,0
20231231,,115480,씨유메디칼시스템,0
20231231,,340810,씨유박스,0
20231231,20240426,376290,씨유테크,16
20231231,,189330,씨이랩,0
20231231,,311690,씨제이바이오사이언스,0
20231231,20240408,340460,씨제이올리브영,2662
20231231,,035760,씨제이이엔엠,0
20231231,20240415,048180,씨제이푸드빌,162
20231231,20240419,096530,씨젠,200
20231231,,083790,씨지인바이츠,0
20231231,,08379P,씨지인바이츠5우,0
20231231,,101240,씨큐브,0
20231231,,060590,씨티씨바이오,0
20231231,,308170,씨티알모빌리티,0
20231231,20240416,260930,씨티케이,100
20231231,,052300,씨티프라퍼티,0
20231231,,05230M,씨티프라퍼티3우,0
20231231,,05230P,씨티프라퍼티5우,0
20231231,,05230Q,씨티프라퍼티6우,0
20231231,,05230R,씨티프라퍼티7우,0
20231231,,013990,아가방앤컴퍼니,0
20231231,,123860,아나패스,0
20231231,,025980,아난티,0
20231231,,125210,아모그린텍,0
20231231,20240412,090430,아모레퍼시픽,910
20231231,20240412,090435,아모레퍼시픽1우,915
20231231,20240412,002790,아모레퍼시픽그룹,245
20231231,20240412,00279K,아모레퍼시픽그룹 3우,667
20231231,20240412,002795,아모레퍼시픽그룹1우,250
20231231,,357580,아모센스,0
20231231,,052710,아모텍,0
20231231,,074430,아미노로직스,0
20231231,20240416,083930,아바코,200
20231231,20240416,149950,아바텍,100
20231231,20240412,036010,아비코전자,50
20231231,20240417,002030,아세아,4400
20231231,20240417,183190,아세아시멘트,225
20231231,20240419,002310,아세아제지,1920
20231231,,012170,아센디오,0
20231231,,136410,아셈스,0
20231231,,246720,아스타,0
20231231,,159010,아스플로,0
20231231,,127710,아시아경제,0
20231231,20240417,267850,아시아나아이디티,500
20231231,,020560,아시아나항공,0
20231231,20240412,143160,아이디스,300
20231231,20240412,031690,아이디스파워텔,0
20231231,20240416,054800,아이디스홀딩스,250
20231231,20240412,332370,아이디피,120
20231231,20240416,122900,아이마켓코리아,150
20231231,20240411,339950,아이비김영,20
20231231,,439730,아이비케이에스제20호기업인수목적,0
20231231,,442770,아이비케이에스제21호기업인수목적,0
20231231,,448760,아이비케이에스제22호기업인수목적,0
20231231,,467930,아이비케이에스제23호기업인수목적,0
20231231,,469480,아이비케이에스제24호기업인수목적,0
20231231,20240417,104770,아이비케이투자증권,65
20231231,20240425,099190,아이센스,100
20231231,20240416,214430,아이쓰리시스템,350
20231231,,040910,아이씨디,0
20231231,,368600,아이씨에이치,0
20231231,20240412,010780,아이에스동서,1500
20231231,20240415,095340,아이에스시,200
20231231,,069920,아이에스이커머스,0
20231231,,038880,아이에이,0
20231231,,003560,아이에이치큐,0
20231231,,00356K,아이에이치큐1우,0
20231231,,307180,아이엘사이언스,0
20231231,,101390,아이엠,0
20231231,,456570,아이엠지티,0
20231231,,45657K,아이엠지티 1우,0
20231231,,45657L,아이엠지티 2우,0
20231231,,45657M,아이엠지티 3우,0
20231231,,45657N,아이엠지티 4우,0
20231231,,45657P,아이엠지티 5우,0
20231231,,45657R,아이엠지티 7우,0
20231231,,45657S,아이엠지티 8우,0
20231231,,45657T,아이엠지티 9우,0
20231231,,451220,아이엠티,0
20231231,,447690,아이오바이오,0
20231231,,44769K,아이오바이오 1우,0
20231231,,44769L,아이오바이오 2우,0
20231231,,44769M,아이오바이오 3우,0
20231231,,44769N,아이오바이오 4우,0
20231231,,44769P,아이오바이오 5우,0
20231231,,44769Q,아이오바이오 6우,0
20231231,,078860,아이오케이컴퍼니,0
20231231,,090150,아이윈,0
20231231,,123010,아이윈플러스,0
20231231,,031310,아이즈비전,0
20231231,,059100,아이컴포넌트,0
20231231,20240422,149010,아이케이세미콘,200
20231231,20240415,454100,아이코닉스,0
20231231,20240408,262840,아이퀘스트,100
20231231,,175250,아이큐어,0
20231231,20240403,052460,아이크래프트,80
20231231,,119830,아이텍,0
20231231,,052770,아이톡시,0
20231231,,124500,아이티센,0
20231231,,372800,아이티아이즈,0
20231231,,099520,아이티엑스에이아이,0
20231231,,084850,아이티엠반도체,0
20231231,20240419,114840,아이패밀리에스씨,158
20231231,,139990,아주스틸,0
20231231,20240416,027360,아주아이비투자,50
20231231,,032080,아즈텍더블유비이,0
20231231,20240426,013310,아진산업,100
20231231,20240415,068410,아코디스,50
20231231,20240412,158430,아톤,30
20231231,20240417,067160,아프리카티비,850
20231231,20240418,001540,안국약품,220
20231231,20240418,053800,안랩,1300
20231231,,251280,안지오랩,0
20231231,,25128N,안지오랩4우,0
20231231,,25128P,안지오랩5우,0
20231231,,25128Q,안지오랩6우,0
20231231,,065660,안트로젠,0
20231231,,001780,알루코,0
20231231,,001785,알루코1우,0
20231231,,001787,알루코2우,0
20231231,20240412,260660,알리코제약,130
20231231,,354320,알멕,0
20231231,,361570,알비더블유,0
20231231,20240416,131370,알서포트,10
20231231,,140670,알에스오토메이션,0
20231231,,096610,알에프세미,0
20231231,20240418,218410,알에프에이치아이씨,100
20231231,,061040,알에프텍,0
20231231,20240416,148250,알엔투테크놀로지,30
20231231,,347860,알체라,0
20231231,,196170,알테오젠,0
20231231,,19617M,알테오젠3우,0
20231231,,19617N,알테오젠4우,0
20231231,,123750,알톤스포츠,0
20231231,20240418,098990,알티베이스,0
20231231,,085810,알티캐스트,0
